var,u,r,c,val,id
R,,,,3,
C,,,,3,
U,,,,2774,
sigmanu,,,,0.02,
alpha,,,0,0.2,
alpha,,,1,-0.48,
alpha,,,2,0.28,
beta,,0,0,-0.15,
beta,,0,1,-0.43,
beta,,0,2,0.94,
beta,,1,0,0.01,
beta,,1,1,0.49,
beta,,1,2,-1.23,
beta,,2,0,0.14,
beta,,2,1,-0.06,
beta,,2,2,0.3,
nu,0,0,0,-0.0260621080564912,
nu,0,0,1,-0.040525916688748775,
nu,0,0,2,-0.0010378696705701795,
nu,0,1,0,0.02745215670336288,
nu,0,1,1,0.02386148368912122,
nu,0,1,2,0.02493629490595639,
nu,0,2,0,-0.0014335306571163775,
nu,0,2,1,0.020541568031524016,
nu,0,2,2,-0.018292854044944462,
nu,1,0,0,-0.009227224478000895,
nu,1,0,1,0.0026629857187912553,
nu,1,0,2,0.0022633994486176423,
nu,1,1,0,-0.007592235832461205,
nu,1,1,1,2.2626699403116568e-05,
nu,1,1,2,-0.027711569083463283,
nu,1,2,0,0.00692276432333111,
nu,1,2,1,-0.03591652081174318,
nu,1,2,2,-0.033573423290910565,
nu,2,0,0,0.004821751950002673,
nu,2,0,1,-0.029405681372690007,
nu,2,0,2,-0.02470163320426666,
nu,2,1,0,-0.012161974251484317,
nu,2,1,1,0.015300894534318932,
nu,2,1,2,0.02452377639270331,
nu,2,2,0,-0.004870152121597304,
nu,2,2,1,-0.03383909452514683,
nu,2,2,2,-0.062479769674439634,
nu,3,0,0,-0.015806492703938274,
nu,3,0,1,-0.0061673215608502585,
nu,3,0,2,0.007642608755401348,
nu,3,1,0,-0.0032374475650328496,
nu,3,1,1,-0.0041264116300642195,
nu,3,1,2,0.00331211047537594,
nu,3,2,0,0.018613185203275207,
nu,3,2,1,-0.0024938976043335503,
nu,3,2,2,-0.025229340526344457,
nu,4,0,0,-0.00842112814607382,
nu,4,0,1,-0.004922444966749706,
nu,4,0,2,0.01053521103426247,
nu,4,1,0,0.0374601644847418,
nu,4,1,1,-0.0017163739830184932,
nu,4,1,2,0.01526493150126118,
nu,4,2,0,-0.006669012084552284,
nu,4,2,1,-0.0023352223057228616,
nu,4,2,2,0.01923286868361901,
nu,5,0,0,0.028920775731873294,
nu,5,0,1,-0.022339995626178777,
nu,5,0,2,-0.017664793503213705,
nu,5,1,0,-0.016596204986745598,
nu,5,1,1,0.006957585166834868,
nu,5,1,2,0.014029581324989993,
nu,5,2,0,-0.04098826336408723,
nu,5,2,1,0.01541686084429289,
nu,5,2,2,-0.0025472782993031795,
nu,6,0,0,0.0328427018063113,
nu,6,0,1,-0.0011546985976040314,
nu,6,0,2,-0.022376690513150388,
nu,6,1,0,-0.013024524763320241,
nu,6,1,1,-0.020445490448106063,
nu,6,1,2,0.01648003009053145,
nu,6,2,0,0.011659158121031299,
nu,6,2,1,0.01283670326926506,
nu,6,2,2,0.011782768010821842,
nu,7,0,0,0.0006582679390550739,
nu,7,0,1,-0.0016930201364784847,
nu,7,0,2,-0.05417363763935268,
nu,7,1,0,-0.027378612325723077,
nu,7,1,1,-0.01399755888526838,
nu,7,1,2,0.01266437465100445,
nu,7,2,0,0.025525437389972983,
nu,7,2,1,0.01743447889938582,
nu,7,2,2,0.006280199079339799,
nu,8,0,0,0.06943952621390181,
nu,8,0,1,-0.024542700743766577,
nu,8,0,2,0.015040890655128036,
nu,8,1,0,0.020772487536407987,
nu,8,1,1,0.014874315768833024,
nu,8,1,2,-0.015282888642319747,
nu,8,2,0,0.01935707544954446,
nu,8,2,1,-0.006428781314414989,
nu,8,2,2,0.014791923788223416,
nu,9,0,0,0.020928922687372425,
nu,9,0,1,0.05250375597745943,
nu,9,0,2,0.014260480429931333,
nu,9,1,0,-0.020563294583055662,
nu,9,1,1,-0.012778686811885653,
nu,9,1,2,0.0066287876366932785,
nu,9,2,0,0.0017907484561281994,
nu,9,2,1,-0.005456077678513138,
nu,9,2,2,-0.020097107112189982,
nu,10,0,0,-0.01589485313884112,
nu,10,0,1,-0.0032484689676218204,
nu,10,0,2,-0.02295042754032872,
nu,10,1,0,-0.0016269851633537082,
nu,10,1,1,-0.029159663142395653,
nu,10,1,2,-0.020848173500962908,
nu,10,2,0,-0.0432262971675601,
nu,10,2,1,0.023450380417032013,
nu,10,2,2,0.018828029379901745,
nu,11,0,0,0.006080760333785851,
nu,11,0,1,-0.0189965889551465,
nu,11,0,2,-0.027089405903517383,
nu,11,1,0,-0.006107322187004207,
nu,11,1,1,0.0011790154371504324,
nu,11,1,2,0.006114316655590368,
nu,11,2,0,-0.009612165387048177,
nu,11,2,1,0.009704766423367761,
nu,11,2,2,-0.02703089191860225,
nu,12,0,0,-0.009504126649917705,
nu,12,0,1,0.054672720900484084,
nu,12,0,2,0.019155673240405457,
nu,12,1,0,0.0072684360074349395,
nu,12,1,1,0.0356523779135951,
nu,12,1,2,-0.020719890651915485,
nu,12,2,0,-0.009831943554741762,
nu,12,2,1,0.025361462847585392,
nu,12,2,2,-0.00591337587195967,
nu,13,0,0,-0.012382761102708834,
nu,13,0,1,0.012656529685378726,
nu,13,0,2,-0.034528993338947434,
nu,13,1,0,0.002435534558480371,
nu,13,1,1,-0.01384558248805623,
nu,13,1,2,-0.0012967525517610934,
nu,13,2,0,0.0200018310204787,
nu,13,2,1,0.00033052821357598683,
nu,13,2,2,-0.0339446644228118,
nu,14,0,0,-0.012718200769377075,
nu,14,0,1,0.021549438110475216,
nu,14,0,2,-0.03539086344843434,
nu,14,1,0,0.008170643194635238,
nu,14,1,1,0.014562616361176284,
nu,14,1,2,0.007404769826417024,
nu,14,2,0,-0.012076798819928958,
nu,14,2,1,0.0025189871275346776,
nu,14,2,2,-0.007735853714031682,
nu,15,0,0,-0.006214820950183331,
nu,15,0,1,-0.016316212330838853,
nu,15,0,2,-0.004522871578858556,
nu,15,1,0,0.004041425163154791,
nu,15,1,1,-0.007561416694927381,
nu,15,1,2,-0.01871600164126397,
nu,15,2,0,-0.041982238398771354,
nu,15,2,1,0.010455661049069864,
nu,15,2,2,-0.03375685470331774,
nu,16,0,0,-0.03412717784540947,
nu,16,0,1,0.0014118900742616236,
nu,16,0,2,0.010580426293158807,
nu,16,1,0,-0.01343282914822149,
nu,16,1,1,0.036671444596362734,
nu,16,1,2,-0.03140938140980243,
nu,16,2,0,0.0153746646835482,
nu,16,2,1,0.004760643954462573,
nu,16,2,2,-0.019220071991456533,
nu,17,0,0,0.04552380280102103,
nu,17,0,1,-0.009849987335905308,
nu,17,0,2,0.028978558764910733,
nu,17,1,0,-0.034845215911708936,
nu,17,1,1,-0.003430373593972358,
nu,17,1,2,-0.03252165141912311,
nu,17,2,0,0.020326931128119285,
nu,17,2,1,-0.021762329500155386,
nu,17,2,2,0.03508231986073568,
nu,18,0,0,-0.03455994112504404,
nu,18,0,1,-0.009671456763244157,
nu,18,0,2,0.014383473689278725,
nu,18,1,0,0.005078681491744489,
nu,18,1,1,-0.01019637354614683,
nu,18,1,2,0.02337994205732885,
nu,18,2,0,0.002222765803025606,
nu,18,2,1,0.008702135707134129,
nu,18,2,2,0.017393751257987977,
nu,19,0,0,-0.027296195400453277,
nu,19,0,1,-0.009819578137578777,
nu,19,0,2,-0.005912898519456089,
nu,19,1,0,0.009870013086435323,
nu,19,1,1,-0.02631532099402728,
nu,19,1,2,0.0008611585083624362,
nu,19,2,0,0.030609966865210947,
nu,19,2,1,-0.03933576987857418,
nu,19,2,2,0.00738000410351497,
nu,20,0,0,0.0005556845570104663,
nu,20,0,1,0.0009744125267138748,
nu,20,0,2,0.004234534260468825,
nu,20,1,0,0.0004923664889280952,
nu,20,1,1,-0.028574248509207645,
nu,20,1,2,0.00383676563923796,
nu,20,2,0,-0.011390540318316766,
nu,20,2,1,0.01137954402288971,
nu,20,2,2,0.023680744274836185,
nu,21,0,0,0.02218606281720567,
nu,21,0,1,-0.02447389254245874,
nu,21,0,2,0.005012334336997659,
nu,21,1,0,0.04611997270358826,
nu,21,1,1,0.031513858814237294,
nu,21,1,2,0.043329307540070694,
nu,21,2,0,-0.048347277117869736,
nu,21,2,1,0.020810630278818187,
nu,21,2,2,0.03765761262063888,
nu,22,0,0,0.02232219162449714,
nu,22,0,1,0.011438151356503445,
nu,22,0,2,0.03312032809034804,
nu,22,1,0,0.001667572642960977,
nu,22,1,1,0.004140103930374672,
nu,22,1,2,-0.011893314480509565,
nu,22,2,0,-0.020628720826501967,
nu,22,2,1,0.005448479736470613,
nu,22,2,2,0.00044420979725595666,
nu,23,0,0,-0.017170215672878186,
nu,23,0,1,-0.008998916307637772,
nu,23,0,2,0.024494162397755925,
nu,23,1,0,-0.02569272582806236,
