var,u,r,c,val,id
R,,,,3,
C,,,,3,
U,,,,2774,
sigmanu,,,,0.1,
alpha,,,0,0.2,
alpha,,,1,-0.48,
alpha,,,2,0.28,
beta,,0,0,-0.15,
beta,,0,1,-0.43,
beta,,0,2,0.94,
beta,,1,0,0.01,
beta,,1,1,0.49,
beta,,1,2,-1.23,
beta,,2,0,0.14,
beta,,2,1,-0.06,
beta,,2,2,0.3,
nu,0,0,0,0.011322635321732638,
nu,0,0,1,0.008812449907771913,
nu,0,0,2,0.05056435791550795,
nu,0,1,0,-0.16034119304272254,
nu,0,1,1,-0.008951066399076613,
nu,0,1,2,-0.0019369008966259038,
nu,0,2,0,0.09301643716173863,
nu,0,2,1,-0.016923692607829277,
nu,0,2,2,0.18934032891443026,
nu,1,0,0,0.0315585634480378,
nu,1,0,1,-0.0007586775113954114,
nu,1,0,2,-0.09559087761758489,
nu,1,1,0,0.07330293551873608,
nu,1,1,1,-0.038024206482021705,
nu,1,1,2,-0.016462771418435773,
nu,1,2,0,-0.06029840588182822,
nu,1,2,1,-0.038487057465112884,
nu,1,2,2,-0.08108635986102031,
nu,2,0,0,0.0695955948598958,
nu,2,0,1,-0.029378215908076266,
nu,2,0,2,0.00358751766745824,
nu,2,1,0,0.05642139340512609,
nu,2,1,1,-0.05913743097902796,
nu,2,1,2,-0.0523240017586597,
nu,2,2,0,0.16841912479143534,
nu,2,2,1,0.06550885701707371,
nu,2,2,2,-0.04192010785569028,
nu,3,0,0,-0.02837318629032945,
nu,3,0,1,0.0035598349951816988,
nu,3,0,2,0.07267902147721261,
nu,3,1,0,-0.200418001210605,
nu,3,1,1,0.16304915757149951,
nu,3,1,2,-0.05678173826351274,
nu,3,2,0,0.009471866584332467,
nu,3,2,1,0.1364957821261279,
nu,3,2,2,-0.07147251578359798,
nu,4,0,0,-0.00011733671379715593,
nu,4,0,1,-0.06160702232289689,
nu,4,0,2,0.11428219506657689,
nu,4,1,0,0.07380635620066896,
nu,4,1,1,0.05757251579116229,
nu,4,1,2,0.008568911935307622,
nu,4,2,0,-0.23519651317313583,
nu,4,2,1,0.040971814023394226,
nu,4,2,2,0.018357484667572754,
nu,5,0,0,0.1447280671878456,
nu,5,0,1,0.13505016212245086,
nu,5,0,2,0.31017598777921984,
nu,5,1,0,-0.02693100651479901,
nu,5,1,1,0.0032196262565516998,
nu,5,1,2,-0.005332632261139558,
nu,5,2,0,0.07953737352242374,
nu,5,2,1,0.15531864453109434,
nu,5,2,2,-0.06404357626482543,
nu,6,0,0,-0.06570878750529666,
nu,6,0,1,-0.047360115243131495,
nu,6,0,2,0.04886382644127041,
nu,6,1,0,-0.04070273687748307,
nu,6,1,1,0.025863016383665838,
nu,6,1,2,-0.03615236636317842,
nu,6,2,0,-0.02611791852673001,
nu,6,2,1,0.06156627847086721,
nu,6,2,2,-0.017976573889481096,
nu,7,0,0,0.2063383776778737,
nu,7,0,1,-0.07872679928585041,
nu,7,0,2,0.13752540651194267,
nu,7,1,0,-0.07079851756632537,
nu,7,1,1,-0.16396211371583053,
nu,7,1,2,-0.04411869743766017,
nu,7,2,0,-0.03276576693819683,
nu,7,2,1,-0.09416359771342414,
nu,7,2,2,0.015645443540141246,
nu,8,0,0,0.05328440129420786,
nu,8,0,1,-0.0720115892378686,
nu,8,0,2,0.07076552739564757,
nu,8,1,0,-0.06839281596150439,
nu,8,1,1,-0.07940748963612493,
nu,8,1,2,0.1354686530342204,
nu,8,2,0,0.00848932237241612,
nu,8,2,1,-0.06095283637376553,
nu,8,2,2,0.0018993028746062124,
nu,9,0,0,-0.11597576308654242,
nu,9,0,1,0.028452124311410698,
nu,9,0,2,0.08145566413745753,
nu,9,1,0,-0.06709973323725084,
nu,9,1,1,-0.14899117930486333,
nu,9,1,2,-0.12786257925843447,
nu,9,2,0,0.015806540473392805,
nu,9,2,1,-0.0012206335945904034,
nu,9,2,2,0.09024047142510777,
nu,10,0,0,-0.19036810034004467,
nu,10,0,1,0.13182763559474947,
nu,10,0,2,-0.004594658262780937,
nu,10,1,0,-0.03885430754513152,
nu,10,1,1,0.1248581151486704,
nu,10,1,2,-0.203000609353994,
nu,10,2,0,0.1941401325204915,
nu,10,2,1,0.13046599223413852,
nu,10,2,2,-0.1402799191687682,
nu,11,0,0,-0.13641733755179072,
nu,11,0,1,0.030209332150468116,
nu,11,0,2,0.0697964896394212,
nu,11,1,0,0.053316565046766136,
nu,11,1,1,0.024181346989402774,
nu,11,1,2,-0.009927618778172942,
nu,11,2,0,0.1024195435069224,
nu,11,2,1,0.008995723242336051,
nu,11,2,2,0.08427397074381787,
nu,12,0,0,-0.06626168785205847,
nu,12,0,1,-0.06882899090244704,
nu,12,0,2,-0.047147524011682984,
nu,12,1,0,0.17247288479719564,
nu,12,1,1,0.04715186690803419,
nu,12,1,2,0.15255713729888276,
nu,12,2,0,0.042293843452153146,
nu,12,2,1,-0.12314717370821676,
nu,12,2,2,-0.030171714900595725,
nu,13,0,0,0.04559636252934997,
nu,13,0,1,-0.13871063975430403,
nu,13,0,2,-0.03142171149091966,
nu,13,1,0,-0.0025593714341619247,
nu,13,1,1,-0.016969804686712386,
nu,13,1,2,-0.27507242984827207,
nu,13,2,0,0.12040449849099166,
nu,13,2,1,-0.02889776231498359,
nu,13,2,2,-0.15577109095228853,
nu,14,0,0,0.0746022974725756,
nu,14,0,1,0.12364576338574168,
nu,14,0,2,-0.09535050445113247,
nu,14,1,0,-0.07265047950764618,
nu,14,1,1,0.002501720525793616,
nu,14,1,2,-0.0007842322355280373,
nu,14,2,0,-0.14447951126889744,
nu,14,2,1,0.061115295596497976,
nu,14,2,2,-0.07358803413358167,
nu,15,0,0,-0.014816680495358864,
nu,15,0,1,-0.12187446807352637,
nu,15,0,2,-0.16097619429931997,
nu,15,1,0,0.1704457793721706,
nu,15,1,1,-0.022683238541577055,
nu,15,1,2,0.019883761304656744,
nu,15,2,0,-0.021477471224365385,
nu,15,2,1,-0.006385219746901705,
nu,15,2,2,-0.006219288259477873,
nu,16,0,0,-0.07878936112048354,
nu,16,0,1,-0.11335940919787751,
nu,16,0,2,0.050212572721779924,
nu,16,1,0,-0.11664432535572976,
nu,16,1,1,0.1377112569084542,
nu,16,1,2,0.017486452331213265,
nu,16,2,0,-0.1840058784814196,
nu,16,2,1,-0.0991364728817658,
nu,16,2,2,-0.060312804336882075,
nu,17,0,0,0.04201149665959922,
nu,17,0,1,0.028843387278389254,
nu,17,0,2,-0.012404898703034517,
nu,17,1,0,-0.04850910299394825,
nu,17,1,1,-0.06785411552673759,
nu,17,1,2,0.06312353418455441,
nu,17,2,0,0.045212868482591706,
nu,17,2,1,-0.07379478663927813,
nu,17,2,2,-0.004109074222599263,
nu,18,0,0,-0.04425467840079439,
nu,18,0,1,-0.03273544201164563,
nu,18,0,2,0.043970877645037376,
nu,18,1,0,-0.13002714364665455,
nu,18,1,1,0.3122456057770313,
nu,18,1,2,0.06493029410615425,
nu,18,2,0,0.08005555566615491,
nu,18,2,1,-0.032781822641901937,
nu,18,2,2,0.12180247640589154,
nu,19,0,0,-0.19175364960831373,
nu,19,0,1,-0.003168262134817079,
nu,19,0,2,-0.04144095876728038,
nu,19,1,0,-0.020607359724037398,
nu,19,1,1,0.11587579960892391,
nu,19,1,2,-0.04315813966032467,
nu,19,2,0,-0.004557368073223711,
nu,19,2,1,0.028091325819218083,
nu,19,2,2,0.10126064765591886,
nu,20,0,0,0.035937947026409234,
nu,20,0,1,-0.10858208097730743,
nu,20,0,2,0.25457827984973735,
nu,20,1,0,-0.01651022225544834,
nu,20,1,1,0.0511983797192771,
nu,20,1,2,0.08767809141715288,
nu,20,2,0,0.015369837207565018,
nu,20,2,1,0.028242191078195977,
nu,20,2,2,0.010933773591979501,
nu,21,0,0,0.11585015705063414,
nu,21,0,1,-0.02064926678737128,
nu,21,0,2,0.028297116251401633,
nu,21,1,0,-0.1243711203858258,
nu,21,1,1,0.18660804659869423,
nu,21,1,2,-0.07361917970859166,
nu,21,2,0,-0.0725728348757847,
nu,21,2,1,0.09366505168521444,
nu,21,2,2,0.19051537632525012,
nu,22,0,0,0.12156645818885395,
nu,22,0,1,0.19104182607235015,
nu,22,0,2,0.009252024001453085,
nu,22,1,0,0.13167655567256548,
nu,22,1,1,0.23259434044304328,
nu,22,1,2,-0.014551434698937937,
nu,22,2,0,0.1608388636097114,
nu,22,2,1,0.017174018315331996,
nu,22,2,2,0.020679181353216614,
nu,23,0,0,-0.04288881447975759,
nu,23,0,1,0.02297800708051284,
nu,23,0,2,0.009778523519454518,
nu,23,1,0,-0.028472930519011723,
nu,23,1,1,-0.0628195121990136,
nu,23,1,2,0.07470063141464633,
