var,u,r,c,val,id
R,,,,3,
C,,,,3,
U,,,,527,
sigmanu,,,,0.1,
alpha,,,0,0.2,
alpha,,,1,-0.48,
alpha,,,2,0.28,
beta,,0,0,-0.15,
beta,,0,1,-0.43,
beta,,0,2,0.94,
beta,,1,0,0.01,
beta,,1,1,0.49,
beta,,1,2,-1.23,
beta,,2,0,0.14,
beta,,2,1,-0.06,
beta,,2,2,0.3,
nu,0,0,0,-0.06657797984461214,
nu,0,0,1,-0.04216284203676651,
nu,0,0,2,0.13049606300086913,
nu,0,1,0,0.08751444012308392,
nu,0,1,1,-0.048037250252469854,
nu,0,1,2,0.21890820797364974,
nu,0,2,0,0.04880203361829394,
nu,0,2,1,-0.012104059048020088,
nu,0,2,2,0.03666285254239504,
nu,1,0,0,0.19507243017800033,
nu,1,0,1,0.10016696153911392,
nu,1,0,2,0.12173550932054811,
nu,1,1,0,-0.01434349699602718,
nu,1,1,1,-0.11971280538475415,
nu,1,1,2,-0.027193338350679053,
nu,1,2,0,-0.015040208007500111,
nu,1,2,1,-0.09377764366371993,
nu,1,2,2,-0.11230723466909115,
nu,2,0,0,0.04500030132561264,
nu,2,0,1,-0.012489563385352176,
nu,2,0,2,0.2563360416853053,
nu,2,1,0,0.22817998555961683,
nu,2,1,1,-0.048801777363328525,
nu,2,1,2,-0.012162507966111402,
nu,2,2,0,0.004492138163410098,
nu,2,2,1,-0.04693939991940449,
nu,2,2,2,-0.028566374573355702,
nu,3,0,0,-0.005553140238411802,
nu,3,0,1,-0.07831399255631749,
nu,3,0,2,-0.02854147624851211,
nu,3,1,0,0.016029925969624055,
nu,3,1,1,0.13506579661172102,
nu,3,1,2,0.05459275084022508,
nu,3,2,0,-0.015300343282821482,
nu,3,2,1,0.12463044646210247,
nu,3,2,2,-0.028509889525351106,
nu,4,0,0,0.17937338482064802,
nu,4,0,1,-0.05573549183759546,
nu,4,0,2,-0.10787902287844697,
nu,4,1,0,-0.10812625695123544,
nu,4,1,1,-0.011552701943314536,
nu,4,1,2,-0.0852608906513137,
nu,4,2,0,0.017217907030976143,
nu,4,2,1,-0.0671888358700014,
nu,4,2,2,0.09117166733891086,
nu,5,0,0,-0.10103745218784535,
nu,5,0,1,0.10343761223499687,
nu,5,0,2,0.06163846081912849,
nu,5,1,0,-0.1308416585282058,
nu,5,1,1,-0.03911360559063698,
nu,5,1,2,-0.20233025351127432,
nu,5,2,0,-0.05417195389913909,
nu,5,2,1,-0.12005320992144769,
nu,5,2,2,-0.011818678358859247,
nu,6,0,0,-0.0823253169770774,
nu,6,0,1,-0.014990240552883283,
nu,6,0,2,-0.0276849976283704,
nu,6,1,0,-0.008527009053490455,
nu,6,1,1,-0.05699089504115845,
nu,6,1,2,0.05487653972023798,
nu,6,2,0,0.025238772751982497,
nu,6,2,1,0.04262462643043635,
nu,6,2,2,0.010613545444905947,
nu,7,0,0,0.09049627887684483,
nu,7,0,1,0.06519187323685788,
nu,7,0,2,0.13765716010562645,
nu,7,1,0,-0.030433085109486217,
nu,7,1,1,0.016865673970240525,
nu,7,1,2,0.10067494977728897,
nu,7,2,0,0.32460736639070015,
nu,7,2,1,-0.007937101265684421,
nu,7,2,2,0.050375944279780926,
nu,8,0,0,-0.019814698171473438,
nu,8,0,1,0.01865929547964057,
nu,8,0,2,-0.02926970498283543,
nu,8,1,0,-0.10147397950629393,
nu,8,1,1,0.16264490453162472,
nu,8,1,2,0.10496106134308336,
nu,8,2,0,-0.19433820692573112,
nu,8,2,1,0.09040069295617642,
nu,8,2,2,-0.10663760606480072,
nu,9,0,0,0.0014422579898545618,
nu,9,0,1,0.01628132377599295,
nu,9,0,2,-0.09284042830832218,
nu,9,1,0,0.0018973676259296333,
nu,9,1,1,0.06613126234887057,
nu,9,1,2,-0.016576309926906063,
nu,9,2,0,-0.09618910571687045,
nu,9,2,1,0.0232976776029013,
nu,9,2,2,-0.054480713256480684,
nu,10,0,0,-0.011158557819624604,
nu,10,0,1,0.0013953390610924044,
nu,10,0,2,-0.13034105239603777,
nu,10,1,0,-0.08067123001448058,
nu,10,1,1,0.05476995205555302,
nu,10,1,2,-0.08238014645592817,
nu,10,2,0,-0.2675727880658062,
nu,10,2,1,-0.08567193361721431,
nu,10,2,2,-0.15383750413404113,
nu,11,0,0,0.047289194891615455,
nu,11,0,1,0.014143392136488242,
nu,11,0,2,0.03412185170467996,
nu,11,1,0,-0.0017284687319309069,
nu,11,1,1,0.020003539200789566,
nu,11,1,2,0.026100338725246974,
nu,11,2,0,0.22047095882733486,
nu,11,2,1,0.025412651770714,
nu,11,2,2,-0.005105149605227732,
nu,12,0,0,0.13229955188938242,
nu,12,0,1,0.07505172175170222,
nu,12,0,2,0.08898881196955788,
nu,12,1,0,0.024559675850177716,
nu,12,1,1,0.03021046390309523,
nu,12,1,2,0.05905956436670179,
nu,12,2,0,0.0896642448398669,
nu,12,2,1,-0.14375465185513386,
nu,12,2,2,-0.19096745920212094,
nu,13,0,0,-0.013514401104714413,
nu,13,0,1,0.090458970488496,
nu,13,0,2,0.16907604410969412,
nu,13,1,0,-0.18589406347944223,
nu,13,1,1,-0.20583630088875549,
nu,13,1,2,0.16771299280256535,
nu,13,2,0,0.013751951561817577,
nu,13,2,1,0.021999492658213715,
nu,13,2,2,-0.03417629642620851,
nu,14,0,0,-0.16658195110273136,
nu,14,0,1,-0.08617547107672435,
nu,14,0,2,0.06470314734661153,
nu,14,1,0,0.18681582181198603,
nu,14,1,1,-0.047101513708449116,
nu,14,1,2,0.009342474890474683,
nu,14,2,0,-0.10634606776383498,
nu,14,2,1,-0.0847700709300096,
nu,14,2,2,-0.06926646833847555,
nu,15,0,0,-0.0037156869719596197,
nu,15,0,1,-0.1735445642830324,
nu,15,0,2,0.011765830111094111,
nu,15,1,0,-0.0784499301002126,
nu,15,1,1,0.027389207241498514,
nu,15,1,2,0.1214485453197518,
nu,15,2,0,0.1647232818841598,
nu,15,2,1,-0.009406627029095282,
nu,15,2,2,0.11233090823716602,
nu,16,0,0,0.29365967815144245,
nu,16,0,1,0.16303812075088514,
nu,16,0,2,-0.1241324881194521,
nu,16,1,0,0.04297431712572281,
nu,16,1,1,-0.015872068497435943,
nu,16,1,2,0.029326003905674636,
nu,16,2,0,-0.043581031657849434,
nu,16,2,1,-0.09114798962556986,
nu,16,2,2,-0.16414569180356803,
nu,17,0,0,0.19416488000508303,
nu,17,0,1,-0.19879628835266522,
nu,17,0,2,-0.03384653770808632,
nu,17,1,0,-0.03617164915952208,
nu,17,1,1,0.22229444787390984,
nu,17,1,2,0.009597918136025507,
nu,17,2,0,-0.014205683189227436,
nu,17,2,1,-0.0043965579512134645,
nu,17,2,2,-0.03708130334867149,
nu,18,0,0,0.06508551683204897,
nu,18,0,1,-0.036572732392427365,
nu,18,0,2,0.16878966836702847,
nu,18,1,0,0.08299328486550601,
nu,18,1,1,0.03285334516167293,
nu,18,1,2,0.03638310068572381,
nu,18,2,0,0.16511689991465955,
nu,18,2,1,-0.0016864649167081525,
nu,18,2,2,-0.08727460316408525,
nu,19,0,0,-0.013078124154950022,
nu,19,0,1,-0.026495557605984044,
nu,19,0,2,0.04466496988380597,
nu,19,1,0,-0.11469283055429011,
nu,19,1,1,-0.09191087716280799,
nu,19,1,2,-0.012893425915578183,
nu,19,2,0,-0.05896863641812078,
nu,19,2,1,-0.15151733471833756,
nu,19,2,2,-0.06138145839420611,
nu,20,0,0,0.19252178629748284,
nu,20,0,1,-0.009875342548084476,
nu,20,0,2,0.12075056200697598,
nu,20,1,0,0.10705655880994809,
nu,20,1,1,0.02737667989706205,
nu,20,1,2,-0.05216362528788632,
nu,20,2,0,0.047078440322262716,
nu,20,2,1,0.1952141200950525,
nu,20,2,2,-0.10647111330587233,
nu,21,0,0,0.05137805958146863,
nu,21,0,1,-0.034896955316793654,
nu,21,0,2,0.10533940700459632,
nu,21,1,0,-0.05610078981270843,
nu,21,1,1,-0.034335538738124394,
nu,21,1,2,0.0712576486082126,
nu,21,2,0,-0.12785474979587844,
nu,21,2,1,0.0670441725562766,
nu,21,2,2,-0.1757300152355396,
nu,22,0,0,0.029239230853763537,
nu,22,0,1,0.04027854116794255,
nu,22,0,2,0.02719927567604996,
nu,22,1,0,0.06815246256120606,
nu,22,1,1,0.15128160782861266,
nu,22,1,2,0.03724309067820575,
nu,22,2,0,0.07088897360679453,
nu,22,2,1,0.1043881745062164,
nu,22,2,2,-0.12419100079173934,
nu,23,0,0,0.06881078494190111,
nu,23,0,1,0.05511128664771353,
nu,23,0,2,-0.05593672551410611,
nu,23,1,0,0.11473993245082399,
nu,23,1,1,-0.13036554570130165,
nu,23,1,2,-0.12633828220155885,
