s,t,x
0.2891708016395569,-0.9471590518951416,0.30623960494995117
0.45151665806770325,0.12507961690425873,0.2151179313659668
1.0,2.2603366374969482,0.42964887619018555
0.36324185132980347,1.0652176141738892,2.176301956176758
0.536621630191803,-0.8289002776145935,-0.6323829889297485
0.6376045346260071,0.9344654083251953,2.554001808166504
0.6092478036880493,-1.297249436378479,-0.38611069321632385
0.44914308190345764,1.515899658203125,1.6399259567260742
1.0,-1.3362702131271362,-1.7368106842041016
0.6659029722213745,3.411078929901123,3.637434482574463
0.478307843208313,-0.8895403146743774,0.25592947006225586
0.5201850533485413,-1.8716775178909302,-0.6142673492431641
1.0,1.7762459516525269,3.8227133750915527
0.7556776404380798,2.3114278316497803,2.946661949157715
1.0,-1.8260055780410767,-2.062138795852661
0.17098326981067657,-0.04127524420619011,0.36127737164497375
1.0,-1.174310326576233,0.41830945014953613
0.29205819964408875,-0.27340757846832275,0.047053009271621704
0.7116962671279907,1.5359952449798584,3.5389811992645264
0.22227312624454498,-0.649688184261322,0.010691165924072266
0.2455691695213318,-0.19582968950271606,-0.035728245973587036
1.0,0.06892228126525879,1.0535693168640137
0.7748355865478516,2.627333402633667,3.8770086765289307
0.24428044259548187,0.24020670354366302,0.47727441787719727
0.8345993161201477,22.890958786010742,23.60920524597168
0.8904426693916321,-0.19868633151054382,-0.7553912401199341
0.1834113597869873,2.4588418006896973,2.929123640060425
1.0,1.429360032081604,1.5946465730667114
0.7519388794898987,2.2495856285095215,2.5407352447509766
0.5409910082817078,0.11305326968431473,0.7856888175010681
0.8309926986694336,3.712402582168579,3.556211471557617
1.0,-3.2765254974365234,-3.307238817214966
0.6306930184364319,3.3715782165527344,4.54664945602417
0.35303714871406555,-1.1028209924697876,-1.7305668592453003
0.47348669171333313,-2.3628644943237305,-2.1905291080474854
0.27650681138038635,1.6447060108184814,2.3979709148406982
0.37164106965065,-1.7582193613052368,-0.7446868419647217
0.12005972117185593,-0.11741627007722855,0.3709923028945923
0.7629397511482239,1.5602989196777344,0.7327033281326294
0.9089173674583435,-0.018928827717900276,-0.4142807722091675
0.7295567393302917,0.12123054265975952,0.5533257722854614
1.0,0.6340077519416809,1.0170576572418213
0.7203141450881958,-0.2440471202135086,-0.5029621720314026
0.2843531370162964,-2.4378819465637207,-1.8646867275238037
0.5367465019226074,-1.1304309368133545,-0.6433947682380676
0.4604615867137909,-1.6903607845306396,-1.586517095565796
0.46946266293525696,-0.40325090289115906,0.13871681690216064
1.0,-0.8456644415855408,-0.8627715706825256
0.6989495754241943,2.083998680114746,1.7012219429016113
1.0,-1.3622701168060303,-1.0045459270477295
1.0,0.7769728302955627,2.62054443359375
0.2571318447589874,-1.0078504085540771,-1.1956496238708496
0.5259131789207458,-1.6100265979766846,-0.852826714515686
0.5466557741165161,-1.4572429656982422,-0.2680143713951111
0.7703016996383667,-0.8817381858825684,0.16953939199447632
1.0,0.2036658674478531,1.6191072463989258
1.0,1.8424619436264038,2.8169023990631104
0.24227140843868256,2.9757933616638184,4.040534973144531
0.4956490397453308,0.6609020829200745,1.6022121906280518
0.9088742733001709,1.1060659885406494,1.372898817062378
1.0,2.9566259384155273,2.5760385990142822
0.7249303460121155,-0.42533934116363525,-0.2343011200428009
0.5053581595420837,-0.933876097202301,-0.13704925775527954
1.0,-1.4357362985610962,-1.2056560516357422
1.0,-0.8532186150550842,-1.3912079334259033
0.5277684330940247,0.5277087688446045,0.8743036389350891
0.4440193474292755,-3.9973583221435547,-3.394865036010742
0.48837029933929443,0.5650450587272644,0.6482384204864502
0.4850897789001465,-1.4324727058410645,-0.8316330909729004
0.2752710282802582,0.3322153389453888,0.5361443758010864
0.734892725944519,-0.3270343542098999,1.231007695198059
0.35351401567459106,-1.1082688570022583,-0.8085886240005493
0.6721354126930237,-1.6298586130142212,-1.655766248703003
1.0,-0.9501033425331116,-1.8092586994171143
0.9498149156570435,1.8943359851837158,1.2058656215667725
1.0,0.07515688240528107,1.3865655660629272
0.5796001553535461,0.32434773445129395,1.4389126300811768
0.7844452261924744,0.5048560500144958,1.1023885011672974
0.4015563428401947,2.9047744274139404,2.9788522720336914
0.42033401131629944,0.4391317069530487,1.1958003044128418
1.0,1.4093574285507202,3.9542489051818848
0.6052928566932678,0.2851375639438629,0.997755229473114
1.0,1.471521019935608,1.6669530868530273
0.7581717371940613,-4.796115875244141,-5.44852352142334
0.666124701499939,-0.4578709304332733,-0.9246145486831665
0.7689357399940491,1.1640183925628662,2.730952739715576
1.0,-0.3758939802646637,-0.9720768928527832
0.9237481951713562,-0.8161195516586304,0.40070128440856934
0.8067311644554138,-5.055501461029053,-4.806390285491943
0.535163164138794,-3.3638641834259033,-3.0197763442993164
0.6998921036720276,3.5557169914245605,4.4998674392700195
0.09995739907026291,-1.0176600217819214,-0.4475705623626709
0.9352194666862488,1.7017337083816528,3.045437812805176
0.8309952020645142,2.7374513149261475,5.38958740234375
1.0,-0.7770178318023682,0.15086877346038818
0.46436792612075806,-3.7952964305877686,-3.6902835369110107
0.9248018860816956,1.1703763008117676,0.6923656463623047
1.0,0.4229314923286438,-1.6133644580841064
1.0,-2.1976892948150635,-0.8287351727485657
1.0,0.785385251045227,1.9663569927215576
1.0,-0.8600269556045532,1.3914228677749634
0.35027414560317993,0.49069225788116455,0.8310437202453613
1.0,2.1561098098754883,1.7660622596740723
0.42180687189102173,-0.3107660412788391,-0.23715925216674805
0.7557575106620789,-6.768412113189697,-7.607423305511475
0.688351035118103,-0.2103574275970459,0.7376055717468262
0.7839230895042419,-0.427703320980072,0.20465636253356934
0.5183396339416504,-0.6675952672958374,0.16318285465240479
0.4806350767612457,3.440749406814575,3.708192825317383
1.0,-0.5426248908042908,-0.3124385476112366
0.512033224105835,-3.0751795768737793,-1.677728533744812
0.5843957662582397,-0.24737419188022614,0.9183129072189331
0.1886364221572876,0.31113219261169434,0.7399830222129822
1.0,1.6151665449142456,2.3431954383850098
1.0,1.0357155799865723,-0.005781054496765137
1.0,-0.9341557621955872,0.2029605507850647
0.2759281098842621,0.797490656375885,1.9172635078430176
0.7889006733894348,-0.9154367446899414,0.1598300337791443
0.4230985939502716,-0.3608352839946747,-0.695193886756897
0.9177205562591553,-1.8503412008285522,-2.3414814472198486
0.7951737642288208,-6.344637393951416,-4.921483039855957
0.4457383155822754,1.921208143234253,2.3959882259368896
0.6205070614814758,0.1964237093925476,1.0635192394256592
0.18479010462760925,-0.7807321548461914,-0.26828792691230774
0.3281022310256958,-1.5677309036254883,-1.299607753753662
0.33765172958374023,-1.0252519845962524,-0.33131611347198486
0.3363263010978699,-0.006144311744719744,1.459268569946289
0.5101259350776672,0.8283126950263977,1.1709249019622803
0.6034122109413147,0.5619411468505859,1.2386826276779175
0.17448118329048157,0.18119138479232788,0.4292219281196594
0.590304434299469,0.2637936472892761,1.2446610927581787
0.1902182251214981,2.2138445377349854,2.6444053649902344
0.8094241619110107,-1.7473920583724976,-2.132699489593506
1.0,-1.8984010219573975,-2.8782970905303955
1.0,-3.2062413692474365,-1.541603922843933
0.5723837614059448,-2.2123472690582275,-0.7354682683944702
1.0,3.0912649631500244,3.020549774169922
