var,u,r,c,val,id
R,,,,3,
C,,,,3,
U,,,,527,
sigmanu,,,,0.3,
alpha,,,0,0.2,
alpha,,,1,-0.48,
alpha,,,2,0.28,
beta,,0,0,-0.15,
beta,,0,1,-0.43,
beta,,0,2,0.94,
beta,,1,0,0.01,
beta,,1,1,0.49,
beta,,1,2,-1.23,
beta,,2,0,0.14,
beta,,2,1,-0.06,
beta,,2,2,0.3,
nu,0,0,0,-0.2745788239120074,
nu,0,0,1,0.15221841230851668,
nu,0,0,2,-0.3804426850381921,
nu,0,1,0,-0.33054053972045594,
nu,0,1,1,0.019393223320529618,
nu,0,1,2,-0.48480862040170103,
nu,0,2,0,0.31035167008029024,
nu,0,2,1,0.15102795210482794,
nu,0,2,2,-0.6789303242316089,
nu,1,0,0,-0.16169957454949282,
nu,1,0,1,-0.08416128737889922,
nu,1,0,2,-0.15662204335305896,
nu,1,1,0,-0.12411810393161073,
nu,1,1,1,0.6147588883235657,
nu,1,1,2,-0.33056068118586546,
nu,1,2,0,-0.15600596946730286,
nu,1,2,1,-0.2568971162063503,
nu,1,2,2,-0.04572214345165676,
nu,2,0,0,-0.4248899611871534,
nu,2,0,1,0.07785815258548029,
nu,2,0,2,-0.5209256025821165,
nu,2,1,0,-0.038232488779339206,
nu,2,1,1,0.31045899656600207,
nu,2,1,2,0.08473720538596563,
nu,2,2,0,-0.15373006300638958,
nu,2,2,1,-0.3051862660937626,
nu,2,2,2,-0.3544849354784346,
nu,3,0,0,0.022364334024892296,
nu,3,0,1,0.2786640864884338,
nu,3,0,2,0.3450052525128151,
nu,3,1,0,0.4497553950974455,
nu,3,1,1,-0.08606756257439951,
nu,3,1,2,-0.1286592953992065,
nu,3,2,0,0.07985636650964484,
nu,3,2,1,0.3920609471664562,
nu,3,2,2,0.005719951906861198,
nu,4,0,0,-0.2372572251896863,
nu,4,0,1,0.365326235864798,
nu,4,0,2,-0.24674992381388294,
nu,4,1,0,0.18628667532859228,
nu,4,1,1,-0.21054882960147808,
nu,4,1,2,0.36306353149979875,
nu,4,2,0,0.008968380415269928,
nu,4,2,1,0.18127325871380745,
nu,4,2,2,-0.20440687455779633,
nu,5,0,0,0.0685965685456071,
nu,5,0,1,-0.2038530468811392,
nu,5,0,2,-0.3147467410161757,
nu,5,1,0,-0.2576080827603313,
nu,5,1,1,-0.15789386719080484,
nu,5,1,2,0.1781894472266028,
nu,5,2,0,-0.3879550070262185,
nu,5,2,1,0.3381130602700021,
nu,5,2,2,-0.3216035270565796,
nu,6,0,0,-0.46778941618750014,
nu,6,0,1,0.08890568478569844,
nu,6,0,2,-0.07956586188714487,
nu,6,1,0,0.3880942734205655,
nu,6,1,1,0.2601433259102536,
nu,6,1,2,-0.08464696951996387,
nu,6,2,0,-0.2574196730989044,
nu,6,2,1,-0.2655904466567241,
nu,6,2,2,-0.3265541277665154,
nu,7,0,0,0.09204644308826007,
nu,7,0,1,0.25041146090455874,
nu,7,0,2,-0.5649880523358287,
nu,7,1,0,0.385951637385681,
nu,7,1,1,0.2749761641347337,
nu,7,1,2,-0.15920835932856403,
nu,7,2,0,-0.19802213315339093,
nu,7,2,1,-0.012050571317797909,
nu,7,2,2,-0.1793982478768525,
nu,8,0,0,-0.21332583534331587,
nu,8,0,1,-0.025932432649194925,
nu,8,0,2,0.422085105795279,
nu,8,1,0,0.05105530074804832,
nu,8,1,1,-0.1319156211293906,
nu,8,1,2,0.6439117424353907,
nu,8,2,0,-0.5178597424323215,
nu,8,2,1,-0.16291920369156593,
nu,8,2,2,-0.3674545635277542,
nu,9,0,0,0.12463602306630919,
nu,9,0,1,0.5374860890165645,
nu,9,0,2,0.10031641018409765,
nu,9,1,0,0.1942694554443713,
nu,9,1,1,0.20986179192485055,
nu,9,1,2,0.0824179562444467,
nu,9,2,0,0.053292165272666336,
nu,9,2,1,-0.288104122054666,
nu,9,2,2,-0.013037262250726822,
nu,10,0,0,0.3491681884475659,
nu,10,0,1,-0.1274930364022399,
nu,10,0,2,-0.2746818432786975,
nu,10,1,0,0.5771682107945151,
nu,10,1,1,-0.10920645734431667,
nu,10,1,2,-0.08047023796972086,
nu,10,2,0,0.17037891878107142,
nu,10,2,1,-0.2861515491705467,
nu,10,2,2,0.02237384043816021,
nu,11,0,0,-0.2250817710043225,
nu,11,0,1,0.24441235639054576,
nu,11,0,2,0.2748137404794224,
nu,11,1,0,-0.5310663109075207,
nu,11,1,1,-0.0680626423506202,
nu,11,1,2,0.010517909926060831,
nu,11,2,0,-0.3878985965002613,
nu,11,2,1,0.22355549160561655,
nu,11,2,2,-0.13053110403849694,
nu,12,0,0,-0.4629021467585116,
nu,12,0,1,0.08314046180126161,
nu,12,0,2,0.45156940030345893,
nu,12,1,0,-0.7897214278046132,
nu,12,1,1,-0.33144455493476493,
nu,12,1,2,-0.07354666021545597,
nu,12,2,0,-0.16128396463129274,
nu,12,2,1,-0.0750148072806191,
nu,12,2,2,-0.7191334642109084,
nu,13,0,0,0.16746508792209688,
nu,13,0,1,-0.2855202490011783,
nu,13,0,2,0.38750159562457465,
nu,13,1,0,-0.16136750632951424,
nu,13,1,1,-0.02453248740883829,
nu,13,1,2,-0.07741747061702475,
nu,13,2,0,0.03808065649205861,
nu,13,2,1,0.061858496868178625,
nu,13,2,2,-0.016040844186434644,
nu,14,0,0,-0.08910574570019633,
nu,14,0,1,0.258893722109575,
nu,14,0,2,-0.45165056704195805,
nu,14,1,0,-0.017777906235569595,
nu,14,1,1,0.36179926360047276,
nu,14,1,2,0.5877511510554071,
nu,14,2,0,-0.040083951027611475,
nu,14,2,1,0.08244232563225434,
nu,14,2,2,-0.3865411536062318,
nu,15,0,0,0.07379582727213399,
nu,15,0,1,-0.4740039087671783,
nu,15,0,2,0.05525062311737927,
nu,15,1,0,0.25144956713655103,
nu,15,1,1,0.15359377150225295,
nu,15,1,2,-0.023983432326842413,
nu,15,2,0,-0.07087807711382849,
nu,15,2,1,-0.3953818510700647,
nu,15,2,2,-0.3706857368348422,
nu,16,0,0,-0.3428913507875043,
nu,16,0,1,-0.025048472629653318,
nu,16,0,2,0.20618024461707685,
nu,16,1,0,0.1405934947962671,
nu,16,1,1,-0.08961286511386712,
nu,16,1,2,0.5013100747541386,
nu,16,2,0,-0.32090334744586924,
nu,16,2,1,0.22443214322099148,
nu,16,2,2,-0.07713324815253769,
nu,17,0,0,0.443409714769035,
nu,17,0,1,0.5913165446212099,
nu,17,0,2,-0.03039399313415192,
nu,17,1,0,-0.21021497056019386,
nu,17,1,1,-0.04054837636783909,
nu,17,1,2,0.33058204404573144,
nu,17,2,0,0.1545484499560546,
nu,17,2,1,0.11875811759757421,
nu,17,2,2,-0.31289458306220863,
nu,18,0,0,0.11832730855649795,
nu,18,0,1,-0.2436307705626885,
nu,18,0,2,0.048337742197908984,
nu,18,1,0,-0.27845621711693713,
nu,18,1,1,0.14451180848397271,
nu,18,1,2,-0.47639753135445284,
nu,18,2,0,0.2667131205566912,
nu,18,2,1,-0.06427796667585911,
nu,18,2,2,0.13884881741832783,
nu,19,0,0,0.14883268632524838,
nu,19,0,1,-0.45521956362080357,
nu,19,0,2,-0.20985738332444126,
nu,19,1,0,-0.38996896292517885,
nu,19,1,1,-0.26543069502912986,
nu,19,1,2,-0.1455676133466981,
nu,19,2,0,-0.2754215748729326,
nu,19,2,1,-0.30517308139446647,
nu,19,2,2,-0.05565961471347619,
nu,20,0,0,-0.023872269797303447,
nu,20,0,1,-0.024759646686388803,
nu,20,0,2,0.22745244097386652,
nu,20,1,0,0.10744166132687195,
nu,20,1,1,-0.1774222411004378,
nu,20,1,2,-0.5992648701128147,
nu,20,2,0,0.07533794947879319,
nu,20,2,1,-0.10518925103046078,
nu,20,2,2,0.018700327618735912,
nu,21,0,0,0.14099705144318123,
nu,21,0,1,-0.36863968995746105,
nu,21,0,2,-0.03420357716035016,
nu,21,1,0,0.0030430475466644933,
nu,21,1,1,-0.18189831514930233,
nu,21,1,2,-0.258171247299934,
nu,21,2,0,0.07646679466077039,
nu,21,2,1,-0.22611911607688345,
nu,21,2,2,0.14324624737871644,
nu,22,0,0,-0.08660167595232329,
nu,22,0,1,-0.4263710120243995,
nu,22,0,2,-0.19970659840626936,
nu,22,1,0,0.3970203870101427,
nu,22,1,1,0.33351750401425106,
nu,22,1,2,0.6173177631266747,
nu,22,2,0,-0.0743352431267702,
nu,22,2,1,0.23756143014970071,
nu,22,2,2,-0.3203522859510412,
nu,23,0,0,-0.5056043836410115,
nu,23,0,1,-0.07754585765301353,
nu,23,0,2,-0.28251158795952813,
nu,23,1,0,0.49110278476725466,
nu,23,1,1,0.0267154516379714,
nu,23,1,2,-0.07299105383077298,
