var,u,r,c,val,id
R,,,,3,
C,,,,3,
U,,,,2774,
sigmanu,,,,0.1,
sigmabeta,,,,10.001035623619735,
alpha,,,0,0.2,
alpha,,,1,-0.48,
alpha,,,2,0.28,
beta,,0,0,-0.15,
beta,,0,1,-0.43,
beta,,0,2,0.94,
beta,,1,0,0.01,
beta,,1,1,0.49,
beta,,1,2,-1.23,
beta,,2,0,0.14,
beta,,2,1,-0.06,
beta,,2,2,0.3,
nu,0,0,0,0.22863892643990416,
nu,0,0,1,0.08815874230167792,
nu,0,0,2,0.15482573171838365,
nu,0,1,0,-0.1101268980604553,
nu,0,1,1,-0.0852269249040597,
nu,0,1,2,0.04424374124238817,
nu,0,2,0,-0.03146021502612939,
nu,0,2,1,0.13352166192430898,
nu,0,2,2,0.035969346260890045,
nu,1,0,0,-0.11328879210236034,
nu,1,0,1,0.12554448260900025,
nu,1,0,2,-0.00079608033783507,
nu,1,1,0,0.12377503974642386,
nu,1,1,1,0.05559879550757563,
nu,1,1,2,0.033044404576308306,
nu,1,2,0,-0.02088964823263606,
nu,1,2,1,-0.01901907689193011,
nu,1,2,2,0.07801082185170366,
nu,2,0,0,0.20193610846574053,
nu,2,0,1,0.0180614343692162,
nu,2,0,2,0.10770096730758572,
nu,2,1,0,0.14936415123439478,
nu,2,1,1,0.02604550968863195,
nu,2,1,2,-0.007474179621366872,
nu,2,2,0,-0.026721049599855384,
nu,2,2,1,-0.009755088083651497,
nu,2,2,2,-0.0878283265557423,
nu,3,0,0,-0.16810689080432087,
nu,3,0,1,-0.036475913069986154,
nu,3,0,2,-0.10003669595929088,
nu,3,1,0,0.07305565023636303,
nu,3,1,1,-0.008383513167038725,
nu,3,1,2,0.026354687438393753,
nu,3,2,0,-0.07481419573088283,
nu,3,2,1,-0.029856712976849165,
nu,3,2,2,-0.09999847499233178,
nu,4,0,0,-0.058107395856927896,
nu,4,0,1,0.024644232889640183,
nu,4,0,2,-0.21632210025409448,
nu,4,1,0,0.010597449011719115,
nu,4,1,1,-0.055352890359107176,
nu,4,1,2,-0.04217099381905487,
nu,4,2,0,-0.046235350746736625,
nu,4,2,1,-0.10001436658433921,
nu,4,2,2,0.08820682524966844,
nu,5,0,0,-0.015559086381997073,
nu,5,0,1,0.1880320058169384,
nu,5,0,2,-0.007698967930151346,
nu,5,1,0,-0.10088306765410497,
nu,5,1,1,-0.15441108280218152,
nu,5,1,2,0.19875021462523623,
nu,5,2,0,0.0008209460983114591,
nu,5,2,1,0.01260548754962948,
nu,5,2,2,-0.011857798300922207,
nu,6,0,0,0.0273235179047136,
nu,6,0,1,-0.13436045823696435,
nu,6,0,2,-0.025143547065039407,
nu,6,1,0,0.1248173851034778,
nu,6,1,1,-0.04532597779813241,
nu,6,1,2,0.04128214749354919,
nu,6,2,0,0.0275342259128189,
nu,6,2,1,-0.04388907150293048,
nu,6,2,2,0.0770595526039341,
nu,7,0,0,0.023602790119965827,
nu,7,0,1,0.1308847935298258,
nu,7,0,2,0.11028487732655834,
nu,7,1,0,0.09571029850423714,
nu,7,1,1,0.023602611143523022,
nu,7,1,2,-0.04416108895523774,
nu,7,2,0,-0.056093405229607096,
nu,7,2,1,0.13799543598658898,
nu,7,2,2,-0.13441867584059658,
nu,8,0,0,0.2097836272531761,
nu,8,0,1,0.08325711622067239,
nu,8,0,2,-0.17681072402110543,
nu,8,1,0,-0.17275229428658279,
nu,8,1,1,0.14986339597578058,
nu,8,1,2,0.11363594398658505,
nu,8,2,0,-0.18682755570311865,
nu,8,2,1,-0.0007933153380854097,
nu,8,2,2,0.0456160003940847,
nu,9,0,0,0.19404555566172654,
nu,9,0,1,-0.08651585599770212,
nu,9,0,2,-0.14497624672675258,
nu,9,1,0,-0.13226371133875403,
nu,9,1,1,-0.12230600410421905,
nu,9,1,2,0.032340070762058026,
nu,9,2,0,0.14713118586873247,
nu,9,2,1,0.04419973601894489,
nu,9,2,2,0.053179904078066886,
nu,10,0,0,-0.004994010845943364,
nu,10,0,1,0.035175423349908364,
nu,10,0,2,0.1589892047349586,
nu,10,1,0,-0.09468789867814385,
nu,10,1,1,-0.08261123443643348,
nu,10,1,2,-0.18702759508949196,
nu,10,2,0,0.04645556497642006,
nu,10,2,1,0.10627629247837489,
nu,10,2,2,0.024983478899306466,
nu,11,0,0,-0.1784623983320656,
nu,11,0,1,0.08028847782483511,
nu,11,0,2,-0.09925041783366617,
nu,11,1,0,-0.0037513477589602353,
nu,11,1,1,0.10707060714171845,
nu,11,1,2,-0.10690953323067598,
nu,11,2,0,0.030943536492583634,
nu,11,2,1,-0.08390147112171781,
nu,11,2,2,0.006510328307569202,
nu,12,0,0,-0.00722567095137408,
nu,12,0,1,0.06329226859558673,
nu,12,0,2,-0.08004382582495895,
nu,12,1,0,0.06769160948467691,
nu,12,1,1,0.02131318367041357,
nu,12,1,2,0.0029552812580759813,
nu,12,2,0,0.03675399734147705,
nu,12,2,1,-0.026931662667324996,
nu,12,2,2,-0.04874059657165147,
nu,13,0,0,0.06896707731861795,
nu,13,0,1,0.15935972031580697,
nu,13,0,2,-0.0566983355855053,
nu,13,1,0,0.08521975388215965,
nu,13,1,1,-0.0649040713041441,
nu,13,1,2,-0.056048908896606076,
nu,13,2,0,0.005738771085639249,
nu,13,2,1,0.03710484803739661,
nu,13,2,2,0.025633957594800083,
nu,14,0,0,0.03776657079819086,
nu,14,0,1,0.003346615336551173,
nu,14,0,2,-0.20996137060745368,
nu,14,1,0,-0.07412426223031714,
nu,14,1,1,-0.03507043470014387,
nu,14,1,2,0.07847976130788537,
nu,14,2,0,0.017351245707708518,
nu,14,2,1,-0.08238641901185612,
nu,14,2,2,-0.17187643770337163,
nu,15,0,0,0.00844804854198869,
nu,15,0,1,-0.10265287314098853,
nu,15,0,2,-0.016259424703785275,
nu,15,1,0,0.07909116616211494,
nu,15,1,1,0.09720162259937126,
nu,15,1,2,0.01983614969436598,
nu,15,2,0,-0.1743586267340743,
nu,15,2,1,0.01620456990666269,
nu,15,2,2,-0.10946560142882622,
nu,16,0,0,0.09376541765226248,
nu,16,0,1,-0.1380230645938087,
nu,16,0,2,0.17509911462104832,
nu,16,1,0,0.09394673922814863,
nu,16,1,1,-0.0741456732602439,
nu,16,1,2,-0.05812795834612472,
nu,16,2,0,0.22111241668877352,
nu,16,2,1,-0.09716740647062277,
nu,16,2,2,-0.11833103848147919,
nu,17,0,0,0.029813266502057553,
nu,17,0,1,-0.12265725573753178,
nu,17,0,2,0.024940607090289557,
nu,17,1,0,0.01535905837492916,
nu,17,1,1,-0.023281338347545977,
nu,17,1,2,0.017621479917031557,
nu,17,2,0,-0.08067491044843422,
nu,17,2,1,-0.06395611662499995,
nu,17,2,2,-0.17323269243285,
nu,18,0,0,-0.03205292812731683,
nu,18,0,1,-0.020040507697786814,
nu,18,0,2,-0.09276412079143603,
nu,18,1,0,0.14742652812118945,
nu,18,1,1,0.012105547697125796,
nu,18,1,2,-0.05555341372581979,
nu,18,2,0,-0.09891511128804908,
nu,18,2,1,-0.008180487958577232,
nu,18,2,2,0.036603159080558834,
nu,19,0,0,-0.19679494079017237,
nu,19,0,1,0.0658728360269431,
nu,19,0,2,-0.0698843169095098,
nu,19,1,0,-0.06958344280115701,
nu,19,1,1,-0.08955319004760359,
nu,19,1,2,0.2385572058754496,
nu,19,2,0,-0.077615124909728,
nu,19,2,1,0.15716665670928037,
nu,19,2,2,-0.09390594454346785,
nu,20,0,0,-0.08668115046591487,
nu,20,0,1,0.0935848388889447,
nu,20,0,2,-0.05275176337148313,
nu,20,1,0,0.14434292239189567,
nu,20,1,1,-0.025387663026361473,
nu,20,1,2,0.03678803257999452,
nu,20,2,0,-0.08032885290618669,
nu,20,2,1,0.14183767540581144,
nu,20,2,2,0.15309528028331937,
nu,21,0,0,0.05875925192238819,
nu,21,0,1,0.1634295985465803,
nu,21,0,2,0.09915487519944555,
nu,21,1,0,-0.07586834721040121,
nu,21,1,1,-0.005801017843489631,
nu,21,1,2,0.12219262401076758,
nu,21,2,0,-0.11577676848086318,
nu,21,2,1,0.006712413604632428,
nu,21,2,2,0.021792943452484448,
nu,22,0,0,0.16624111078313464,
nu,22,0,1,0.06304325274557926,
nu,22,0,2,-0.12853134285395518,
nu,22,1,0,-0.07372679251628926,
nu,22,1,1,0.03593598933014264,
nu,22,1,2,-0.06133659078953002,
nu,22,2,0,0.012684612513970628,
nu,22,2,1,-0.16756418637689136,
nu,22,2,2,0.04685439888498105,
nu,23,0,0,-0.015413586052767797,
nu,23,0,1,0.12635616773651231,
nu,23,0,2,0.025595408278755505,
nu,23,1,0,-0.1854124597062664,
nu,23,1,1,0.0037788832409227924,
