var,u,r,c,val,id
R,,,,3,
C,,,,3,
U,,,,2774,
sigmanu,,,,0.02,
alpha,,,0,0.28,
alpha,,,1,0.2,
alpha,,,2,-0.48,
beta,,0,0,-0.15,
beta,,0,1,-0.43,
beta,,0,2,0.94,
beta,,1,0,0.01,
beta,,1,1,0.49,
beta,,1,2,-1.23,
beta,,2,0,0.14,
beta,,2,1,-0.06,
beta,,2,2,0.3,
nu,0,0,0,0.005032481549357065,
nu,0,0,1,-0.010360012537989571,
nu,0,0,2,-0.002591504691941804,
nu,0,1,0,-0.005382648495265199,
nu,0,1,1,-0.007530855504410072,
nu,0,1,2,-0.009968194502427696,
nu,0,2,0,0.010444863180596953,
nu,0,2,1,-0.017985930798366634,
nu,0,2,2,0.003627391793698309,
nu,1,0,0,0.021556011499884453,
nu,1,0,1,0.0010950178903597618,
nu,1,0,2,0.014625832560255736,
nu,1,1,0,0.019043825298215807,
nu,1,1,1,-0.014819270577109245,
nu,1,1,2,-0.013557470908444502,
nu,1,2,0,0.012157096877914775,
nu,1,2,1,-0.004928129845299584,
nu,1,2,2,0.019268076251933608,
nu,2,0,0,0.022995497979773738,
nu,2,0,1,-0.047971094191848196,
nu,2,0,2,-0.007761657355584317,
nu,2,1,0,-0.009935059181453645,
nu,2,1,1,-0.030399996675258,
nu,2,1,2,-0.007009162884174414,
nu,2,2,0,0.03117386501642938,
nu,2,2,1,0.013830132354221286,
nu,2,2,2,0.005609963896407721,
nu,3,0,0,0.032984178292238125,
nu,3,0,1,-0.0198427485917273,
nu,3,0,2,-0.010632919549930175,
nu,3,1,0,-0.025714751048816036,
nu,3,1,1,0.010978142278817549,
nu,3,1,2,0.015371288488777557,
nu,3,2,0,0.015300988070887145,
nu,3,2,1,0.01369572283492132,
nu,3,2,2,-0.008111705615845344,
nu,4,0,0,0.0016729396579922562,
nu,4,0,1,-0.00032930462378499836,
nu,4,0,2,0.025860290945043607,
nu,4,1,0,0.027543391697250293,
nu,4,1,1,0.027184283106571394,
nu,4,1,2,0.014670889520336017,
nu,4,2,0,0.03390746254572169,
nu,4,2,1,-0.012211373753814148,
nu,4,2,2,0.06519892136099664,
nu,5,0,0,-0.030566282272308704,
nu,5,0,1,-0.0049855281043604815,
nu,5,0,2,0.018237368858178726,
nu,5,1,0,0.008307990483389047,
nu,5,1,1,-0.010510757221080691,
nu,5,1,2,-0.026109901931371526,
nu,5,2,0,-0.0018509105818532157,
nu,5,2,1,0.03795110930115281,
nu,5,2,2,-0.010042228486259408,
nu,6,0,0,0.03162996441208643,
nu,6,0,1,0.005785269080316013,
nu,6,0,2,0.0054554429994089215,
nu,6,1,0,-0.004993248200984948,
nu,6,1,1,0.003963452814269297,
nu,6,1,2,0.04401631451394672,
nu,6,2,0,0.04638799762960305,
nu,6,2,1,-0.010955131031111981,
nu,6,2,2,0.0020807128138179976,
nu,7,0,0,0.019074103803309428,
nu,7,0,1,0.024515042041323487,
nu,7,0,2,-0.0060853452297346955,
nu,7,1,0,-0.01816162589452685,
nu,7,1,1,-0.009339681880188022,
nu,7,1,2,-0.02184552787402838,
nu,7,2,0,-0.013871849974059824,
nu,7,2,1,-0.018210699185442963,
nu,7,2,2,-0.02825809527921347,
nu,8,0,0,0.0061271929313545526,
nu,8,0,1,0.033432192138490135,
nu,8,0,2,-0.04781520180753818,
nu,8,1,0,-0.013022229042072056,
nu,8,1,1,-0.020584968725901487,
nu,8,1,2,-0.025371044816940413,
nu,8,2,0,-0.01152311066869055,
nu,8,2,1,0.008700957114946062,
nu,8,2,2,0.030213720834698587,
nu,9,0,0,0.004548236331849975,
nu,9,0,1,0.007498150322954089,
nu,9,0,2,-0.0004381925972657408,
nu,9,1,0,0.01958562905453865,
nu,9,1,1,0.015928868825387132,
nu,9,1,2,-0.006082454400614612,
nu,9,2,0,-0.01798138219482731,
nu,9,2,1,0.0015217141159746539,
nu,9,2,2,0.019376146611335188,
nu,10,0,0,-0.027416702563620804,
nu,10,0,1,-0.03876356973849693,
nu,10,0,2,0.03254033728829675,
nu,10,1,0,-0.010358237226219083,
nu,10,1,1,0.027264695617034373,
nu,10,1,2,-0.012783003225626421,
nu,10,2,0,0.015636644732982485,
nu,10,2,1,-0.009291414338658655,
nu,10,2,2,0.0038629584126189664,
nu,11,0,0,0.004142364781230284,
nu,11,0,1,-0.0019021529771118817,
nu,11,0,2,-0.013713127781731393,
nu,11,1,0,-0.012799056769813235,
nu,11,1,1,-0.022972713489047336,
nu,11,1,2,-0.020591087384332907,
nu,11,2,0,-0.005886081605644022,
nu,11,2,1,0.01626052699840369,
nu,11,2,2,0.013185545809241361,
nu,12,0,0,-0.0009600364457959809,
nu,12,0,1,0.02327978628971422,
nu,12,0,2,0.0016485467236626583,
nu,12,1,0,0.0007189691954954201,
nu,12,1,1,0.018665460725215244,
nu,12,1,2,-0.029272614384844964,
nu,12,2,0,-0.02228851499426715,
nu,12,2,1,-0.002065557002448537,
nu,12,2,2,0.013209384107637556,
nu,13,0,0,0.0003684721245664768,
nu,13,0,1,0.004207582168429591,
nu,13,0,2,-0.005532812132996279,
nu,13,1,0,-0.028350085834780984,
nu,13,1,1,0.01569512200155998,
nu,13,1,2,0.007555806450265878,
nu,13,2,0,-0.018196696243818367,
nu,13,2,1,-0.011868503381180506,
nu,13,2,2,0.005387296055504309,
nu,14,0,0,-0.012941937582125695,
nu,14,0,1,0.005670656603282365,
nu,14,0,2,-0.03416184878863726,
nu,14,1,0,-0.01673603485705521,
nu,14,1,1,-0.0026155113943062136,
nu,14,1,2,0.014289387452421032,
nu,14,2,0,0.02753407627546306,
nu,14,2,1,0.018997638439874287,
nu,14,2,2,-0.005816109772624756,
nu,15,0,0,-0.011848375318780385,
nu,15,0,1,0.015167927796617797,
nu,15,0,2,-0.01923604137579804,
nu,15,1,0,-0.008265653214421234,
nu,15,1,1,0.02141807270024354,
nu,15,1,2,-0.02795537572647744,
nu,15,2,0,-0.013907897414440873,
nu,15,2,1,0.018531189880914595,
nu,15,2,2,-0.0064630304328958665,
nu,16,0,0,-0.022630920654919645,
nu,16,0,1,0.025124627053624782,
nu,16,0,2,0.021085282159082785,
nu,16,1,0,-0.003565136970020968,
nu,16,1,1,-0.021728100090103786,
nu,16,1,2,0.022407263363749763,
nu,16,2,0,0.002165652677878327,
nu,16,2,1,0.010193693688771904,
nu,16,2,2,0.0037284365712289547,
nu,17,0,0,0.008255535848240014,
nu,17,0,1,0.012116325746222067,
nu,17,0,2,-0.017363650741699876,
nu,17,1,0,-0.01328527371358256,
nu,17,1,1,-0.026556338716435868,
nu,17,1,2,0.02551207891251761,
nu,17,2,0,0.005383340526860014,
nu,17,2,1,0.0058576542945726895,
nu,17,2,2,-0.02501847602361279,
nu,18,0,0,0.01300557293014229,
nu,18,0,1,0.03348148991620575,
nu,18,0,2,0.011019237658414283,
nu,18,1,0,-0.030255646202639312,
nu,18,1,1,0.02274452185210829,
nu,18,1,2,0.030393490490022934,
nu,18,2,0,0.018799051520245635,
nu,18,2,1,0.01037086527636119,
nu,18,2,2,-0.02897917396700972,
nu,19,0,0,-0.0024814104925900693,
nu,19,0,1,0.023608677104275333,
nu,19,0,2,0.013590542855415388,
nu,19,1,0,-0.01766348331943684,
nu,19,1,1,-0.005860140003068948,
nu,19,1,2,0.005118538244798465,
nu,19,2,0,-0.0014267639842417967,
nu,19,2,1,-0.007112773448882864,
nu,19,2,2,-0.01041929607448594,
nu,20,0,0,0.03292337505822099,
nu,20,0,1,-0.04312156998397809,
nu,20,0,2,-0.01891209197693222,
nu,20,1,0,0.007948903538225147,
nu,20,1,1,-0.006147493581289465,
nu,20,1,2,0.010940608902762383,
nu,20,2,0,-0.00019185839559182627,
nu,20,2,1,0.02099018692820598,
nu,20,2,2,0.00391027432500346,
nu,21,0,0,0.0031407072173442463,
nu,21,0,1,0.04553239583201768,
nu,21,0,2,0.03208812499244518,
nu,21,1,0,0.002845092438486749,
nu,21,1,1,0.036790263283336344,
nu,21,1,2,-0.008922423689377457,
nu,21,2,0,-0.010006935931864136,
nu,21,2,1,0.009878962779460404,
nu,21,2,2,0.026951156330243142,
nu,22,0,0,0.013795735547832394,
nu,22,0,1,0.030364491168663077,
nu,22,0,2,-0.006007051616298109,
nu,22,1,0,-0.02117749348318803,
nu,22,1,1,-0.0224827117030863,
nu,22,1,2,-0.04091733623459315,
nu,22,2,0,0.0281714468913013,
nu,22,2,1,-0.01582848104466239,
nu,22,2,2,-0.02021706912103255,
nu,23,0,0,0.04028736590989615,
nu,23,0,1,-0.024932111490645503,
nu,23,0,2,-0.02090546712401653,
nu,23,1,0,-0.00579907327327305,
nu,23,1,1,-0.008801759598342673,
