var,u,r,c,val,id
R,,,,3,
C,,,,3,
U,,,,2774,
sigmanu,,,,0.1,
alpha,,,0,0.28,
alpha,,,1,0.2,
alpha,,,2,-0.48,
beta,,0,0,-0.15,
beta,,0,1,-0.43,
beta,,0,2,0.94,
beta,,1,0,0.01,
beta,,1,1,0.49,
beta,,1,2,-1.23,
beta,,2,0,0.14,
beta,,2,1,-0.06,
beta,,2,2,0.3,
nu,0,0,0,0.01262839091693363,
nu,0,0,1,-0.07354938402277872,
nu,0,0,2,-0.04542877001873513,
nu,0,1,0,0.0519575692927794,
nu,0,1,1,0.17250380539096732,
nu,0,1,2,-0.11087677686572128,
nu,0,2,0,0.04291523334069286,
nu,0,2,1,-0.08862780057412117,
nu,0,2,2,0.002242513650920208,
nu,1,0,0,0.1585473020964767,
nu,1,0,1,-0.017021042484658244,
nu,1,0,2,0.2024953195024195,
nu,1,1,0,0.06677857144771122,
nu,1,1,1,-0.13748779297885444,
nu,1,1,2,-0.02590177711369579,
nu,1,2,0,0.010979464016443397,
nu,1,2,1,-0.055804962812237874,
nu,1,2,2,-0.0500270461097905,
nu,2,0,0,0.06776603580621324,
nu,2,0,1,-0.15983220227559108,
nu,2,0,2,-0.015502034109490692,
nu,2,1,0,0.008646308534615019,
nu,2,1,1,-0.06710637870174646,
nu,2,1,2,0.1510799349088372,
nu,2,2,0,-0.058371108313587716,
nu,2,2,1,-0.07280818420297885,
nu,2,2,2,0.09384662592234527,
nu,3,0,0,-0.11008539509907103,
nu,3,0,1,0.015124967733659456,
nu,3,0,2,-0.10630442827842224,
nu,3,1,0,0.055099665801081506,
nu,3,1,1,0.07623297200301526,
nu,3,1,2,0.06747868759889464,
nu,3,2,0,-0.13142120555843823,
nu,3,2,1,-0.08405639583632224,
nu,3,2,2,-0.04816013104836242,
nu,4,0,0,0.15126533187345256,
nu,4,0,1,0.027313571433590755,
nu,4,0,2,0.034275850673654906,
nu,4,1,0,-0.05427057784691124,
nu,4,1,1,0.1706719060028825,
nu,4,1,2,-0.13251936533792708,
nu,4,2,0,0.03476589628454313,
nu,4,2,1,0.10195770489424283,
nu,4,2,2,-0.02203084706114017,
nu,5,0,0,-0.05956017265791855,
nu,5,0,1,-0.020318577624299894,
nu,5,0,2,0.06899905665852124,
nu,5,1,0,0.14451495462986874,
nu,5,1,1,-0.26219391999211594,
nu,5,1,2,0.018862075761097552,
nu,5,2,0,-0.040664710824570294,
nu,5,2,1,-0.22592567775002048,
nu,5,2,2,0.050844547416402375,
nu,6,0,0,-0.0501569487768494,
nu,6,0,1,-0.03368153980677946,
nu,6,0,2,0.026080475869694197,
nu,6,1,0,0.04947848340116657,
nu,6,1,1,0.0574375828266509,
nu,6,1,2,0.23119993641115055,
nu,6,2,0,-0.12231464569766376,
nu,6,2,1,0.017558615751531947,
nu,6,2,2,-0.0656897581699494,
nu,7,0,0,0.018777442014216217,
nu,7,0,1,-0.1711142325459833,
nu,7,0,2,0.10225345405448971,
nu,7,1,0,-0.11409682793062363,
nu,7,1,1,0.12916579236935966,
nu,7,1,2,-0.054797031566954146,
nu,7,2,0,-0.015346211951626942,
nu,7,2,1,-0.01768096456304158,
nu,7,2,2,-0.06514096016980075,
nu,8,0,0,-0.09783343828752,
nu,8,0,1,-0.07807442876835452,
nu,8,0,2,0.05908137543772507,
nu,8,1,0,0.3642485722936384,
nu,8,1,1,-0.02838423821804853,
nu,8,1,2,0.09038622408853336,
nu,8,2,0,-0.011368653776279325,
nu,8,2,1,-0.07172374733531287,
nu,8,2,2,-0.2793030138478028,
nu,9,0,0,-0.10661966890933919,
nu,9,0,1,0.0857930607868912,
nu,9,0,2,0.04948281003545507,
nu,9,1,0,0.04510318511211459,
nu,9,1,1,0.22888737345079613,
nu,9,1,2,0.12969771979577827,
nu,9,2,0,-0.09567475771394629,
nu,9,2,1,-0.169280577758498,
nu,9,2,2,0.04412204589947771,
nu,10,0,0,0.06945943135875168,
nu,10,0,1,-0.09549657352521818,
nu,10,0,2,0.11686425055009897,
nu,10,1,0,-0.30756894897913734,
nu,10,1,1,0.0452695782039374,
nu,10,1,2,-0.03520925282464926,
nu,10,2,0,-0.07222625689609569,
nu,10,2,1,0.21974177097337444,
nu,10,2,2,-0.052850851932184195,
nu,11,0,0,0.011625068099558655,
nu,11,0,1,0.18763886918657602,
nu,11,0,2,0.052883809275372506,
nu,11,1,0,0.0036833735216684847,
nu,11,1,1,0.14480823144935417,
nu,11,1,2,0.12048576764149144,
nu,11,2,0,0.2004417363845601,
nu,11,2,1,0.06517487080729831,
nu,11,2,2,0.09427897545705105,
nu,12,0,0,0.1538799398441901,
nu,12,0,1,0.02101025756063918,
nu,12,0,2,-0.049005068099367666,
nu,12,1,0,0.13245465317237054,
nu,12,1,1,-0.13704909282869998,
nu,12,1,2,0.0425206566619849,
nu,12,2,0,-0.0328026872302698,
nu,12,2,1,-0.07036017239841677,
nu,12,2,2,0.024002297820090668,
nu,13,0,0,0.00020967246032704834,
nu,13,0,1,-0.04040167117482879,
nu,13,0,2,-0.047324526906142195,
nu,13,1,0,0.06595457184216282,
nu,13,1,1,-0.0767830365839492,
nu,13,1,2,-0.057878519860971034,
nu,13,2,0,-0.09651876431984568,
nu,13,2,1,-0.076455247278952,
nu,13,2,2,-0.006533310055279629,
nu,14,0,0,-0.03720927002883151,
nu,14,0,1,-0.01040067563794378,
nu,14,0,2,0.10677605026753012,
nu,14,1,0,0.027749066289206488,
nu,14,1,1,-0.030676400733800013,
nu,14,1,2,0.10019247472922688,
nu,14,2,0,-0.030459946695441387,
nu,14,2,1,0.07864727946024358,
nu,14,2,2,0.05072766879968227,
nu,15,0,0,0.116281139916255,
nu,15,0,1,0.13128671080058968,
nu,15,0,2,0.07154899830133843,
nu,15,1,0,-0.006403169461312466,
nu,15,1,1,0.19487728009686256,
nu,15,1,2,-0.002783746687691435,
nu,15,2,0,-0.0784577785456031,
nu,15,2,1,-0.11279324613550967,
nu,15,2,2,-0.007636169188638131,
nu,16,0,0,0.051375686310251634,
nu,16,0,1,-0.2865118638756729,
nu,16,0,2,0.1380365857302146,
nu,16,1,0,0.09876071232336754,
nu,16,1,1,-0.1505655879995254,
nu,16,1,2,-0.04232755967801527,
nu,16,2,0,0.09366120644684695,
nu,16,2,1,-0.2004549241021346,
nu,16,2,2,-0.017226323326239856,
nu,17,0,0,-0.09937507193109552,
nu,17,0,1,0.23877471812449103,
nu,17,0,2,-0.13390718118529765,
nu,17,1,0,-0.04248128869811129,
nu,17,1,1,0.013551678439037929,
nu,17,1,2,0.09638750138878427,
nu,17,2,0,0.1356058646954964,
nu,17,2,1,0.03972189514922747,
nu,17,2,2,-0.12545993804513722,
nu,18,0,0,0.02454794289121956,
nu,18,0,1,0.04188779650916569,
nu,18,0,2,-0.11795116666520822,
nu,18,1,0,0.1715951941764307,
nu,18,1,1,0.015456163327157713,
nu,18,1,2,-0.2316083629039425,
nu,18,2,0,-0.20489489469813096,
nu,18,2,1,-0.08499710123254667,
nu,18,2,2,0.08041431743042399,
nu,19,0,0,-0.1316606945388827,
nu,19,0,1,-0.0959188689191312,
nu,19,0,2,-0.08891249026094572,
nu,19,1,0,0.11634372345179363,
nu,19,1,1,0.0306528363691414,
nu,19,1,2,0.05789834964894136,
nu,19,2,0,0.01676974189967384,
nu,19,2,1,0.02897401363633173,
nu,19,2,2,-0.0443041566920811,
nu,20,0,0,-0.06742237996291259,
nu,20,0,1,-0.054345621407609956,
nu,20,0,2,0.03318446699965849,
nu,20,1,0,-0.060637332218998134,
nu,20,1,1,0.040140759532902415,
nu,20,1,2,0.02315401409842055,
nu,20,2,0,-0.007220543162757442,
nu,20,2,1,-0.02038039834462435,
nu,20,2,2,-0.0949618728520713,
nu,21,0,0,0.09108931250622881,
nu,21,0,1,0.12455243718768388,
nu,21,0,2,0.07895926825220645,
nu,21,1,0,-0.05693408794080234,
nu,21,1,1,0.0622549830481538,
nu,21,1,2,0.07408549051365942,
nu,21,2,0,-0.12150656837062934,
nu,21,2,1,0.13073811871448154,
nu,21,2,2,0.030469520780585346,
nu,22,0,0,-0.09986506787435806,
nu,22,0,1,-0.0333789899791595,
nu,22,0,2,0.08488627641066016,
nu,22,1,0,0.07208339961093126,
nu,22,1,1,0.028394451815049848,
nu,22,1,2,0.050286810568303864,
nu,22,2,0,0.15336974438633977,
nu,22,2,1,-0.16079855952427058,
nu,22,2,2,-0.1273917559943773,
nu,23,0,0,0.0194447391808083,
nu,23,0,1,-0.057868985158802844,
nu,23,0,2,0.08733747920633528,
nu,23,1,0,0.006590784538921321,
nu,23,1,1,-0.12478450174622163,
nu,23,1,2,-0.11578280447209188,
