var,u,r,c,val,id
R,,,,3,
C,,,,3,
U,,,,2774,
sigmanu,,,,0.3,
sigmabeta,,,,3.584818631343053,
alpha,,,0,0.2,
alpha,,,1,-0.48,
alpha,,,2,0.28,
beta,,0,0,-0.15,
beta,,0,1,-0.43,
beta,,0,2,0.94,
beta,,1,0,0.01,
beta,,1,1,0.49,
beta,,1,2,-1.23,
beta,,2,0,0.14,
beta,,2,1,-0.06,
beta,,2,2,0.3,
nu,0,0,0,0.21137341330863665,
nu,0,0,1,0.3536340844308165,
nu,0,0,2,0.2303936097440169,
nu,0,1,0,0.3526493358050861,
nu,0,1,1,-0.17719133212748217,
nu,0,1,2,-0.3183166848074963,
nu,0,2,0,0.21299334854596413,
nu,0,2,1,0.1396402447817277,
nu,0,2,2,0.5925065709335002,
nu,1,0,0,-0.11830355294251835,
nu,1,0,1,-0.07212806739864458,
nu,1,0,2,-0.1993393975719162,
nu,1,1,0,-0.031859993739448415,
nu,1,1,1,-0.06070976277723211,
nu,1,1,2,0.006859790205844707,
nu,1,2,0,0.22335561610283589,
nu,1,2,1,0.3548186576883692,
nu,1,2,2,0.1327817784128678,
nu,2,0,0,0.08127147143597332,
nu,2,0,1,0.2750038280245746,
nu,2,0,2,0.4238312650232152,
nu,2,1,0,-0.20419208112981663,
nu,2,1,1,-0.13407041567972744,
nu,2,1,2,-0.30633841823125985,
nu,2,2,0,-0.22879804345894966,
nu,2,2,1,-0.06991966826665014,
nu,2,2,2,-0.03270774600252374,
nu,3,0,0,0.4951937454122508,
nu,3,0,1,0.09511939934111541,
nu,3,0,2,0.14169256144823406,
nu,3,1,0,-0.2575651412535034,
nu,3,1,1,0.08312300660265515,
nu,3,1,2,-0.05255866821953892,
nu,3,2,0,-0.4467616949961653,
nu,3,2,1,0.5598400695407499,
nu,3,2,2,-0.1675345575384683,
nu,4,0,0,-0.10133208165005805,
nu,4,0,1,-0.21445071136417687,
nu,4,0,2,-0.3140579239787189,
nu,4,1,0,-0.27665248849957164,
nu,4,1,1,-0.14083584426527113,
nu,4,1,2,-0.23411862139617323,
nu,4,2,0,0.07497599004789213,
nu,4,2,1,-0.2959715510668666,
nu,4,2,2,0.013048587817625579,
nu,5,0,0,-0.34260597392408443,
nu,5,0,1,0.026842562423011362,
nu,5,0,2,0.26757640278572503,
nu,5,1,0,0.11715167338554112,
nu,5,1,1,-0.5317561783349976,
nu,5,1,2,-0.3977233425692617,
nu,5,2,0,0.23315161440523263,
nu,5,2,1,-0.15316994009067447,
nu,5,2,2,0.1719631450954156,
nu,6,0,0,-0.07654631751683766,
nu,6,0,1,0.49123061573313376,
nu,6,0,2,-0.03466829368573454,
nu,6,1,0,-0.08029919465645237,
nu,6,1,1,-0.41631450878937915,
nu,6,1,2,-0.13990798737316257,
nu,6,2,0,-0.14209109659872649,
nu,6,2,1,-0.11418237166863437,
nu,6,2,2,0.2347585204647285,
nu,7,0,0,-0.024235649120428665,
nu,7,0,1,0.08544175397337356,
nu,7,0,2,0.20685462176063796,
nu,7,1,0,-0.694621890629701,
nu,7,1,1,0.4697553926858561,
nu,7,1,2,0.1369978311167972,
nu,7,2,0,-0.1441059994039549,
nu,7,2,1,-0.2931034104820371,
nu,7,2,2,0.03667001986191426,
nu,8,0,0,0.006645376857921548,
nu,8,0,1,0.13222154876870668,
nu,8,0,2,0.1583825918375079,
nu,8,1,0,-0.10590239494974825,
nu,8,1,1,0.21294492999104586,
nu,8,1,2,-0.2061603808651693,
nu,8,2,0,-0.059421180145579844,
nu,8,2,1,0.2995467175372846,
nu,8,2,2,-0.525229238113373,
nu,9,0,0,0.019957372184245203,
nu,9,0,1,-0.07543833250805226,
nu,9,0,2,0.23306998142752544,
nu,9,1,0,-0.22146786597816967,
nu,9,1,1,0.41296311378002093,
nu,9,1,2,-0.20213173241679483,
nu,9,2,0,-0.18520330863471646,
nu,9,2,1,-0.029926876790019763,
nu,9,2,2,-0.4149563861780682,
nu,10,0,0,0.055332868892744164,
nu,10,0,1,-0.24143891631745257,
nu,10,0,2,-0.3351123391602786,
nu,10,1,0,0.3716964621545921,
nu,10,1,1,-0.2780485596089363,
nu,10,1,2,-0.8157906974384539,
nu,10,2,0,-0.2630743384137154,
nu,10,2,1,0.2884235531141743,
nu,10,2,2,-0.07943269957153759,
nu,11,0,0,-0.38494053079476986,
nu,11,0,1,0.09299788122236502,
nu,11,0,2,-0.16998188021873473,
nu,11,1,0,0.09443776212480288,
nu,11,1,1,-0.47177940260340984,
nu,11,1,2,0.10576237978116065,
nu,11,2,0,0.1342577441285659,
nu,11,2,1,-0.06299568696705588,
nu,11,2,2,0.026362621232256578,
nu,12,0,0,-0.11108646997508728,
nu,12,0,1,0.2286073787336083,
nu,12,0,2,-0.7268885039485976,
nu,12,1,0,-0.030994789409526706,
nu,12,1,1,0.344004897069351,
nu,12,1,2,-0.07665751424415745,
nu,12,2,0,0.4492876204790318,
nu,12,2,1,0.0865383706441713,
nu,12,2,2,0.14184045360659464,
nu,13,0,0,0.2603054254628915,
nu,13,0,1,-0.2691217965038261,
nu,13,0,2,-0.14444564788859982,
nu,13,1,0,-0.15778535712412203,
nu,13,1,1,-0.4220925743152682,
nu,13,1,2,0.010858033286353486,
nu,13,2,0,-0.5946926510185906,
nu,13,2,1,-0.21976961628707398,
nu,13,2,2,-0.18547487175256722,
nu,14,0,0,-0.14158238303543105,
nu,14,0,1,-0.344525959227937,
nu,14,0,2,-0.06451682565075068,
nu,14,1,0,-0.4117651940518294,
nu,14,1,1,0.1218441890926143,
nu,14,1,2,0.019461880212214178,
nu,14,2,0,-0.4710706057082936,
nu,14,2,1,0.17643276284946258,
nu,14,2,2,-0.22042784041813407,
nu,15,0,0,-0.07045600297635027,
nu,15,0,1,-0.07034469351061506,
nu,15,0,2,-0.23612693320007616,
nu,15,1,0,-0.02392656817546889,
nu,15,1,1,0.09965925106043283,
nu,15,1,2,0.44852229533376575,
nu,15,2,0,0.10081511579250829,
nu,15,2,1,0.31342640750542655,
nu,15,2,2,-0.17611532577041616,
nu,16,0,0,0.17874427069973456,
nu,16,0,1,-0.3564041410609739,
nu,16,0,2,-0.37420069545514933,
nu,16,1,0,0.41074258140650727,
nu,16,1,1,0.062301461291800586,
nu,16,1,2,0.7825502077257643,
nu,16,2,0,0.29052878724129166,
nu,16,2,1,0.41269149279928286,
nu,16,2,2,-0.18074699153522128,
nu,17,0,0,0.22772763059583692,
nu,17,0,1,0.2784631678657595,
nu,17,0,2,0.29203794387308646,
nu,17,1,0,-0.7057181156652296,
nu,17,1,1,-0.5299675084394344,
nu,17,1,2,-0.08836202516545422,
nu,17,2,0,-0.09255948351289212,
nu,17,2,1,-0.583563352382839,
nu,17,2,2,-0.5277801281632934,
nu,18,0,0,-0.2681530777644352,
nu,18,0,1,-0.3580087699175846,
nu,18,0,2,0.04312668083978477,
nu,18,1,0,-0.3520130085709335,
nu,18,1,1,-0.09219790085320878,
nu,18,1,2,-0.38433580567804904,
nu,18,2,0,0.14137626699199585,
nu,18,2,1,-0.16381903309319984,
nu,18,2,2,-0.3394832752332585,
nu,19,0,0,0.10096445582998267,
nu,19,0,1,-0.1451569553245557,
nu,19,0,2,-0.46843596815934707,
nu,19,1,0,-0.25562443645025074,
nu,19,1,1,-0.1380689388586498,
nu,19,1,2,-0.5201464846080752,
nu,19,2,0,-0.40088976378080093,
nu,19,2,1,0.45795404265391626,
nu,19,2,2,0.20873786891154583,
nu,20,0,0,0.015532199646871386,
nu,20,0,1,-0.4903956248852885,
nu,20,0,2,-0.22897324309245004,
nu,20,1,0,-0.1404882399274952,
nu,20,1,1,0.07000612943575146,
nu,20,1,2,0.4108176283853058,
nu,20,2,0,0.3740028741977969,
nu,20,2,1,-0.05899137821235617,
nu,20,2,2,0.15560216462840898,
nu,21,0,0,-0.016871676492938248,
nu,21,0,1,0.3966627664548377,
nu,21,0,2,-0.48233825646797723,
nu,21,1,0,0.028957638427947276,
nu,21,1,1,0.3486619085865488,
nu,21,1,2,0.18045864192373662,
nu,21,2,0,-0.14597044510846527,
nu,21,2,1,-0.10623088247791995,
nu,21,2,2,0.5207794094282459,
nu,22,0,0,-0.5982034200815417,
nu,22,0,1,0.21892495715381005,
nu,22,0,2,-0.40310550690097613,
nu,22,1,0,-0.0787804797483002,
nu,22,1,1,0.2437296817539939,
nu,22,1,2,0.4960204815906595,
nu,22,2,0,-0.0025482157138316253,
nu,22,2,1,0.0747999628537897,
nu,22,2,2,-0.22522538672730003,
nu,23,0,0,-0.11515213511376135,
nu,23,0,1,0.22606520850420203,
nu,23,0,2,-0.4082026011304123,
nu,23,1,0,-0.295010356705706,
nu,23,1,1,-0.06693063501826713,
