s,x
0.17057915031909943,0.3652312755584717
0.14307457208633423,0.9827354550361633
0.19316042959690094,0.8960878849029541
0.09210062772035599,1.0778095722198486
0.075367271900177,0.7420778870582581
0.10410753637552261,1.1219427585601807
0.11928743869066238,1.1304994821548462
0.10436605662107468,0.2777990698814392
0.08648568391799927,1.0634723901748657
0.12709593772888184,1.1730843782424927
0.18319185078144073,1.5331554412841797
0.22591128945350647,-0.2689177691936493
0.1621328443288803,1.4834353923797607
0.2532145380973816,2.0752644538879395
0.1858992576599121,1.1079679727554321
0.1524612456560135,1.4374544620513916
0.15353265404701233,0.9604225158691406
0.133417546749115,1.7492026090621948
0.24429425597190857,1.2685389518737793
0.10184293240308762,1.5769799947738647
0.17680811882019043,1.3254213333129883
0.11266016960144043,0.6856313347816467
0.27559372782707214,0.5836517810821533
0.14637111127376556,1.067669153213501
0.048853058367967606,1.3263981342315674
0.09892482310533524,0.9624930024147034
0.19907459616661072,1.126847267150879
0.2620234489440918,0.9502267837524414
0.060572899878025055,1.0387307405471802
0.27889007329940796,1.1046520471572876
0.21446290612220764,0.38346588611602783
0.032217178493738174,0.787355899810791
0.25968581438064575,0.791020393371582
0.10131261497735977,1.1548584699630737
0.07730215787887573,0.8739745020866394
0.06744775921106339,0.7648529410362244
0.06322238594293594,1.3250633478164673
0.09902162104845047,0.8807402849197388
0.07486408203840256,1.325197458267212
0.2460622489452362,1.0716376304626465
0.271218478679657,0.4507581293582916
0.21324503421783447,1.5194998979568481
0.07877972722053528,1.5488718748092651
0.07483450323343277,0.71268630027771
