s,x
0.17057915031909943,-0.1451091468334198
0.14307457208633423,0.3999462127685547
0.19316042959690094,0.4943886399269104
0.09210062772035599,0.6044787168502808
0.075367271900177,0.6876320838928223
0.10410753637552261,0.4680657982826233
0.11928743869066238,1.2158246040344238
0.10436605662107468,0.8871374726295471
0.08648568391799927,-0.019361279904842377
0.12709593772888184,0.07269184291362762
0.18319185078144073,0.8777201771736145
0.22591128945350647,0.20558588206768036
0.1621328443288803,0.20296132564544678
0.2532145380973816,1.1502846479415894
0.1858992576599121,-1.0001031160354614
0.1524612456560135,0.22344940900802612
0.15353265404701233,0.5466811060905457
0.133417546749115,0.18891024589538574
0.24429425597190857,1.016635537147522
0.10184293240308762,1.2152397632598877
0.17680811882019043,4.630885601043701
0.11266016960144043,0.5320332050323486
0.27559372782707214,0.5346835851669312
0.14637111127376556,0.5996154546737671
0.048853058367967606,1.5509737730026245
0.09892482310533524,0.8682309985160828
0.19907459616661072,0.11056430637836456
0.2620234489440918,0.44872212409973145
0.060572899878025055,1.4520528316497803
0.27889007329940796,-1.3805792331695557
0.21446290612220764,1.2884701490402222
0.032217178493738174,0.8024173378944397
0.25968581438064575,0.39653363823890686
0.10131261497735977,0.7023720145225525
0.07730215787887573,0.6572798490524292
0.06744775921106339,1.0641510486602783
0.06322238594293594,0.43855923414230347
0.09902162104845047,-0.21417692303657532
0.07486408203840256,1.1319769620895386
0.2460622489452362,0.8382099866867065
0.271218478679657,0.2040296196937561
0.21324503421783447,0.1324986070394516
0.07877972722053528,0.5386351346969604
0.07483450323343277,1.3420321941375732
