0.1,1560613448.194655,0,1560613451.5726225,96236.84943652153
0.1,1560613448.194655,10,1560613487.776411,67868.0466747284
0.1,1560613448.194655,20,1560613523.044102,48630.58304262161
0.1,1560613448.194655,30,1560613558.5331979,35788.667306900024
0.1,1560613448.194655,40,1560613593.5530813,26485.065857172012
0.1,1560613448.194655,50,1560613629.3976035,19255.234214782715
0.1,1560613448.194655,60,1560613664.8916874,13831.287099480629
0.1,1560613448.194655,70,1560613700.5892482,9927.909205913544
0.1,1560613448.194655,80,1560613736.7092915,6864.989486217499
0.1,1560613448.194655,90,1560613773.1533427,4862.461320400238
0.1,1560613448.194655,100,1560613806.6846776,3496.7809903621674
0.1,1560613448.194655,110,1560613841.0737152,2673.96289229393
0.1,1560613448.194655,120,1560613875.4248567,2343.9634540081024
0.1,1560613448.194655,130,1560613908.4804623,1962.8051347732544
0.1,1560613448.194655,140,1560613942.345902,1780.9336366653442
0.1,1560613448.194655,150,1560613976.2103446,1569.4692041873932
0.1,1560613448.194655,160,1560614009.6758544,1544.9055017232895
0.1,1560613448.194655,170,1560614043.8973413,1448.820776462555
0.1,1560613448.194655,180,1560614078.0330577,1354.3089306354523
0.1,1560613448.194655,190,1560614112.1657834,1392.8156986236572
0.1,1560613448.194655,200,1560614146.4570844,1427.6834859848022
0.1,1560613448.194655,210,1560614180.5090249,1331.3006094694138
0.1,1560613448.194655,220,1560614215.8624861,1395.3158130645752
0.1,1560613448.194655,230,1560614250.4170823,1341.1383929252625
0.1,1560613448.194655,240,1560614284.4341452,1333.9772726297379
0.1,1560613448.194655,250,1560614318.8017972,1319.1286208629608
0.1,1560613448.194655,260,1560614354.262969,1313.4528996944427
0.1,1560613448.194655,270,1560614387.568905,1277.5882338285446
0.1,1560613448.194655,280,1560614421.9140613,1309.6337215900421
0.1,1560613448.194655,290,1560614456.8486428,1251.6539725065231
0.1,1560613448.194655,300,1560614491.938807,1260.0578002929688
0.1,1560613448.194655,310,1560614526.6928713,1248.3277337551117
0.1,1560613448.194655,320,1560614562.3355582,1249.4902871847153
0.1,1560613448.194655,330,1560614597.2222662,1214.2922939062119
0.1,1560613448.194655,340,1560614630.7266717,1243.0577776432037
0.1,1560613448.194655,350,1560614665.259328,1189.2805109024048
0.1,1560613448.194655,360,1560614700.656671,1242.0840808153152
0.1,1560613448.194655,370,1560614734.4124043,1198.352195262909
