s,x
0.17057915031909943,-1.6036067008972168
0.14307457208633423,3.8220536708831787
0.19316042959690094,5.270709037780762
0.09210062772035599,-0.7135912179946899
0.075367271900177,0.4693338871002197
0.10410753637552261,5.442117214202881
0.11928743869066238,-3.3809571266174316
0.10436605662107468,5.266613960266113
0.08648568391799927,-6.094043254852295
0.12709593772888184,-9.304025650024414
0.18319185078144073,6.803560733795166
0.22591128945350647,9.760913848876953
0.1621328443288803,-0.27406731247901917
0.2532145380973816,-2.093468427658081
0.1858992576599121,5.395064830780029
0.1524612456560135,-4.241671562194824
0.15353265404701233,4.6744704246521
0.133417546749115,-0.3037164807319641
0.24429425597190857,12.651185989379883
0.10184293240308762,2.9238593578338623
0.17680811882019043,2.7525157928466797
0.11266016960144043,7.632961273193359
0.27559372782707214,0.052934568375349045
0.14637111127376556,0.3966512680053711
0.048853058367967606,7.50331449508667
0.09892482310533524,9.916035652160645
0.19907459616661072,14.73442554473877
0.2620234489440918,2.02048921585083
0.060572899878025055,-0.5336411595344543
0.27889007329940796,-1.231040120124817
0.21446290612220764,6.559072971343994
0.032217178493738174,-1.919052243232727
0.25968581438064575,2.4247324466705322
0.10131261497735977,-2.794126510620117
0.07730215787887573,-3.6623547077178955
0.06744775921106339,-4.0257391929626465
0.06322238594293594,-11.538278579711914
0.09902162104845047,-6.0691118240356445
0.07486408203840256,15.655654907226562
0.2460622489452362,-3.774535655975342
0.271218478679657,-8.119793891906738
0.21324503421783447,2.0914695262908936
0.07877972722053528,0.5745739936828613
0.07483450323343277,-2.9939582347869873
