amortized_laplace_reduced,1559593764.7221682,"[tensor(-0.5000), tensor(0.2000), tensor(0.0100)]",0,1559593765.430276,531.3060572147369,"tensor(0.0050, requires_grad=True)","tensor(0.9950, requires_grad=True)"
amortized_laplace_reduced,1559593764.7221682,"[tensor(-0.5000), tensor(0.2000), tensor(0.0100)]",10,1559593772.2350783,4376.347517251968,"tensor(0.0353, requires_grad=True)","tensor(0.9925, requires_grad=True)"
amortized_laplace_reduced,1559593764.7221682,"[tensor(-0.5000), tensor(0.2000), tensor(0.0100)]",20,1559593778.9830341,1487.3019528388977,"tensor(0.0495, requires_grad=True)","tensor(1.0213, requires_grad=True)"
amortized_laplace_reduced,1559593764.7221682,"[tensor(-0.5000), tensor(0.2000), tensor(0.0100)]",30,1559593785.8801181,1591.551752090454,"tensor(0.0662, requires_grad=True)","tensor(1.0571, requires_grad=True)"
amortized_laplace_reduced,1559593764.7221682,"[tensor(-0.5000), tensor(0.2000), tensor(0.0100)]",40,1559593792.6844854,3562.6517853736877,"tensor(0.0828, requires_grad=True)","tensor(1.0843, requires_grad=True)"
amortized_laplace_reduced,1559593764.7221682,"[tensor(-0.5000), tensor(0.2000), tensor(0.0100)]",50,1559593799.4275053,2111.5074129104614,"tensor(0.1070, requires_grad=True)","tensor(1.1172, requires_grad=True)"
amortized_laplace_reduced,1559593764.7221682,"[tensor(-0.5000), tensor(0.2000), tensor(0.0100)]",60,1559593806.108381,4831.288079023361,"tensor(0.1207, requires_grad=True)","tensor(1.1528, requires_grad=True)"
amortized_laplace_reduced,1559593764.7221682,"[tensor(-0.5000), tensor(0.2000), tensor(0.0100)]",70,1559593812.8962293,1395.4550387859344,"tensor(0.1527, requires_grad=True)","tensor(1.1937, requires_grad=True)"
amortized_laplace_reduced,1559593764.7221682,"[tensor(-0.5000), tensor(0.2000), tensor(0.0100)]",80,1559593819.6611252,3061.6210696697235,"tensor(0.1839, requires_grad=True)","tensor(1.2339, requires_grad=True)"
amortized_laplace_reduced,1559593824.3693094,"[tensor(-0.5000), tensor(0.2000), tensor(0.0100)]",0,1559593825.0624552,531.3060572147369,"tensor(0.0050, requires_grad=True)","tensor(0.9950, requires_grad=True)"
amortized_laplace_reduced,1559593824.3693094,"[tensor(-0.5000), tensor(0.2000), tensor(0.0100)]",10,1559593831.9341097,4376.347517251968,"tensor(0.0353, requires_grad=True)","tensor(0.9925, requires_grad=True)"
amortized_laplace_reduced,1559593824.3693094,"[tensor(-0.5000), tensor(0.2000), tensor(0.0100)]",20,1559593838.913461,1487.3019528388977,"tensor(0.0495, requires_grad=True)","tensor(1.0213, requires_grad=True)"
amortized_laplace_reduced,1559593824.3693094,"[tensor(-0.5000), tensor(0.2000), tensor(0.0100)]",30,1559593845.6594203,1591.551752090454,"tensor(0.0662, requires_grad=True)","tensor(1.0571, requires_grad=True)"
amortized_laplace_reduced,1559593824.3693094,"[tensor(-0.5000), tensor(0.2000), tensor(0.0100)]",40,1559593852.4383087,3562.6517853736877,"tensor(0.0828, requires_grad=True)","tensor(1.0843, requires_grad=True)"
amortized_laplace_reduced,1559593824.3693094,"[tensor(-0.5000), tensor(0.2000), tensor(0.0100)]",50,1559593859.2618375,2111.5074129104614,"tensor(0.1070, requires_grad=True)","tensor(1.1172, requires_grad=True)"
amortized_laplace_reduced,1559593824.3693094,"[tensor(-0.5000), tensor(0.2000), tensor(0.0100)]",60,1559593866.0956178,4831.288079023361,"tensor(0.1207, requires_grad=True)","tensor(1.1528, requires_grad=True)"
