meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),0,1560888900.1800466,78.45753931999207
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),10,1560888900.2179453,270.80619072914124
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),20,1560888900.249859,129.9397155046463
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),30,1560888900.2807772,140.65991640090942
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),40,1560888900.3067074,200.78910160064697
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),50,1560888900.33164,282.7312698364258
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),60,1560888900.357571,71.13945746421814
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),70,1560888900.3815064,84.00378704071045
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),80,1560888900.4094324,70.53187227249146
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),90,1560888900.4373865,75.5814483165741
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),100,1560888900.464287,93.13433027267456
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),110,1560888900.491215,56.58267951011658
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),120,1560888900.5151515,51.23904061317444
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),130,1560888900.5401084,11.339723587036133
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),140,1560888900.565041,130.06151795387268
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),150,1560888900.5899494,54.20215463638306
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),160,1560888900.6138852,55.89986276626587
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),170,1560888900.6388447,114.86844372749329
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),180,1560888900.6627555,30.253036737442017
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),190,1560888900.6877103,15.914339303970337
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),200,1560888900.7156155,7.950733184814453
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),210,1560888900.7465315,21.537132263183594
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),220,1560888900.776452,20.119167804718018
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),230,1560888900.812356,7.072758197784424
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),240,1560888900.8612247,9.579585075378418
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),250,1560888900.894137,5.562844753265381
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),260,1560888900.9280455,80.20734190940857
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),270,1560888900.9559705,34.871503591537476
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),280,1560888900.9858918,123.21096086502075
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),290,1560888901.0138159,3.259135127067566
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),300,1560888901.0407453,56.45024037361145
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),310,1560888901.065678,26.43679404258728
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),320,1560888901.0921123,29.793955087661743
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),330,1560888901.1160483,1.5765802264213562
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),340,1560888901.1429772,13.732518434524536
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),350,1560888901.167911,34.699525117874146
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),360,1560888901.193842,25.885928869247437
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),370,1560888901.2207685,6.189531087875366
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),380,1560888901.2457025,14.39555048942566
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),390,1560888901.2706645,6.447764873504639
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),400,1560888901.2945967,31.41103982925415
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),410,1560888901.3185077,11.108097076416016
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),420,1560888901.3434656,16.69500756263733
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),430,1560888901.3673778,19.825410842895508
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),440,1560888901.3933072,15.637273788452148
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),450,1560888901.4232268,9.38919723033905
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),460,1560888901.447188,3.368979573249817
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),470,1560888901.472121,12.812772035598755
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),480,1560888901.4970546,3.962213456630707
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),490,1560888901.521964,91.79108476638794
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),500,1560888901.5459003,11.232629299163818
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),510,1560888901.570834,5.701316595077515
meanfield,1560888899.9546518,tensor(5.),tensor(3.),tensor(0.3000),520,1560888901.5957668,16.338989853858948
